market,date,mean_corr,R_hat,lam_hat
au_asx200,2001-08-21,0.04134832047889033,0.3081480949474296,3.704119705754176
au_asx200,2001-08-28,0.04133382034235813,0.30809405912209376,3.704107886982141
au_asx200,2001-09-04,0.0465239114065904,0.32686518106208623,3.7082135263365146
au_asx200,2001-09-11,0.04652909387261468,0.32688338589990507,3.708217508117616
au_asx200,2001-09-18,0.13166534855414555,0.5498779398444891,3.7569911093659885
au_asx200,2001-09-25,0.13136089461496106,0.5492418218489283,3.756851976975024
au_asx200,2001-10-02,0.14025362244993536,0.5675283929507304,3.7608516348650594
au_asx200,2001-10-09,0.14073970298293864,0.5685109910988747,3.7610665497561055
au_asx200,2001-10-16,0.14267326011242656,0.5724029229977468,3.76191779715728
au_asx200,2001-10-24,0.14137077658013117,0.569784160595846,3.7613450187154074
au_asx200,2001-10-31,0.1402665830610394,0.5675546145368224,3.760857370077698
au_asx200,2001-11-07,0.1412863505235835,0.5696139987878533,3.7613078007474168
au_asx200,2001-11-14,0.14275140087761487,0.572559651314485,3.761952076938063
au_asx200,2001-11-21,0.139893423416789,0.566799161885448,3.7606921366864405
au_asx200,2001-11-28,0.1381573466513576,0.5632711946550449,3.7599204960168855
au_asx200,2001-12-05,0.13786814024694372,0.5626813346830937,3.7597914812290556
au_asx200,2001-12-12,0.05970422135495395,0.3702823997637933,3.7177097856612904
au_asx200,2001-12-19,0.043373591259971075,0.31560453970527946,3.7057505871228766
au_asx200,2001-12-28,0.03691211878334872,0.2911488222650567,3.700401607116088
au_asx200,2002-01-07,0.0365538256594934,0.2897323362724885,3.700091791823502
au_asx200,2002-01-14,0.03164756562906236,0.26958809190744953,3.6956858217012254
au_asx200,2002-01-21,0.035940094337750195,0.2872897667186562,3.6995575504649905
au_asx200,2002-01-29,0.03587346957237227,0.28702335823428676,3.6994992813236327
au_asx200,2002-02-05,0.03487846696997151,0.28301486328437164,3.6986225391304495
au_asx200,2002-02-12,0.036134092404471414,0.2880640920596368,3.699726911710588
au_asx200,2002-02-19,0.03452364279460831,0.281571605737417,3.698306868335586
au_asx200,2002-02-26,0.03653434875070708,0.2896551372094092,3.700074906763967
au_asx200,2002-03-05,0.04140889282053871,0.3083737198416938,3.7041690546662003
au_asx200,2002-03-12,0.041062304664578095,0.30708047999226035,3.7038861958984906
au_asx200,2002-03-19,0.04199174749308989,0.3105364074599813,3.704642079956071
au_asx200,2002-03-26,0.040300898088827614,0.3042201053971792,3.7032605717859117
au_asx200,2002-04-04,0.03832725228788597,0.2966773512954232,3.701610812747559
au_asx200,2002-04-11,0.04025124250120132,0.30403262962291194,3.703219566889173
au_asx200,2002-04-18,0.03712123695221874,0.29197237997132003,3.700581736515931
au_asx200,2002-04-26,0.03530864040806295,0.284754796224323,3.6990030990764704
au_asx200,2002-05-03,0.03574332834495865,0.28650225570569027,3.6993853052354737
au_asx200,2002-05-10,0.03450982420535188,0.28151524853582344,3.698294541829717
au_asx200,2002-05-17,0.04549015105446135,0.32321331219887517,3.7074147857726985
au_asx200,2002-05-24,0.04792263496289326,0.33174233325599695,3.7092802621474372
au_asx200,2002-05-31,0.04660445047657732,0.3271479822448602,3.708275380905952
au_asx200,2002-06-07,0.045591558186738476,0.3235733669409232,3.707493537321136
au_asx200,2002-06-17,0.04192127386951704,0.3102757155740709,3.704585061155086
au_asx200,2002-06-24,0.03939516739159886,0.30078212646494995,3.702508613450721
au_asx200,2002-07-01,0.04245272968776522,0.3122362774071711,3.7050138772825605
au_asx200,2002-07-08,0.042257299744487234,0.3115167629393219,3.7048565043282595
au_asx200,2002-07-15,0.044370216249432194,0.3192098785764493,3.7065391505983385
au_asx200,2002-07-22,0.06314065837268014,0.3807896216869968,3.720007936191181
au_asx200,2002-07-29,0.09021560770532511,0.45516765185706687,3.7362759764683258
au_asx200,2002-08-05,0.09201384742555505,0.4596816267270013,3.7372632777564374
au_asx200,2002-08-12,0.09399200641067214,0.4645965821079467,3.7383382819198276
au_asx200,2002-08-19,0.09177440055006782,0.4590831242528009,3.7371323726715087
au_asx200,2002-08-26,0.09127307870008801,0.4578275259586288,3.736857746903996
au_asx200,2002-09-02,0.08674465390948807,0.4463257152380737,3.734342058875767
au_asx200,2002-09-09,0.09247136623872164,0.46082304300419635,3.737512929514194
au_asx200,2002-09-16,0.09600909095008778,0.4695552807676704,3.7394228536587426
au_asx200,2002-09-23,0.10181639651165549,0.48354779976348405,3.7424833119968044
au_asx200,2002-09-30,0.10891367101104081,0.5001171510692496,3.7461073777833276
au_asx200,2002-10-07,0.10849457695723777,0.499154011456755,3.7458967188834786
au_asx200,2002-10-14,0.09558298308765928,0.46851213115930573,3.7391946948892083
au_asx200,2002-10-21,0.07001704538487695,0.4009889827110444,3.7244259614865594
au_asx200,2002-10-28,0.07301613460658792,0.4094868591571717,3.726284625879522
au_asx200,2002-11-04,0.06528974372000255,0.3872157663326587,3.7214134692455434
au_asx200,2002-11-11,0.06800732287307881,0.39519222329570597,3.7231580882257322
au_asx200,2002-11-18,0.06583249907149767,0.3888219026870301,3.7217647650629204
au_asx200,2002-11-25,0.06732634981258145,0.39320866976920715,3.722724243331115
au_asx200,2002-12-02,0.0650471765284803,0.3864957968754693,3.7212559967754992
au_asx200,2002-12-09,0.06735305133922073,0.39328663501615346,3.722741295971184
au_asx200,2002-12-16,0.06091637263828412,0.37402236124412935,3.7185277939341357
au_asx200,2002-12-23,0.053724847208947275,0.3512514654466564,3.713547319873006
au_asx200,2003-01-02,0.04913862826188134,0.3359247979685605,3.710195055188422
au_asx200,2003-01-09,0.051978492904690934,0.34549549738787233,3.712288368540198
au_asx200,2003-01-16,0.05398564653522389,0.352102982455936,3.7137335645607448
au_asx200,2003-01-23,0.052927213784532315,0.34863426306195994,3.7129748826397218
au_asx200,2003-01-31,0.05755718674514236,0.36356354509694583,3.716240230766026
au_asx200,2003-02-07,0.05773080391919169,0.36411146405023526,3.716360072170542
au_asx200,2003-02-14,0.065940441426541,0.389140538333274,3.721834457383556
au_asx200,2003-02-21,0.07340625950504018,0.41057934509276417,3.7265235755419663
au_asx200,2003-02-28,0.08362927639284383,0.43823768406650654,3.732573036268406
au_asx200,2003-03-07,0.07878785586650597,0.4253634709745175,3.7297571749631504
au_asx200,2003-03-14,0.08380269614826212,0.4386918295330105,3.73267236743816
au_asx200,2003-03-21,0.1009994244173668,0.4816039050403127,3.7420581413169844
au_asx200,2003-03-28,0.09910087218000947,0.47705591898495947,3.741063401066951
au_asx200,2003-04-04,0.09897253949387216,0.47674693229724163,3.7409958191765806
au_asx200,2003-04-11,0.10300204415873605,0.48635509757884676,3.7430973271008052
au_asx200,2003-04-22,0.1045978320577675,0.49010811329064397,3.7439181906087615
au_asx200,2003-04-30,0.1037674308147956,0.4881587546558873,3.743491824856505
au_asx200,2003-05-07,0.0978192297707799,0.4739610683355234,3.7403864921073877
au_asx200,2003-05-14,0.09202142100917088,0.4597005443448299,3.7372674154375254
au_asx200,2003-05-21,0.08831849977529117,0.4503564550403345,3.7352236664862395
au_asx200,2003-05-28,0.07589946273417966,0.41749367577353075,3.728035885154725
au_asx200,2003-06-04,0.07493127731633058,0.4148223220662817,3.7274516038877343
au_asx200,2003-06-12,0.06426534055696007,0.3841660276605277,3.720746427224673
au_asx200,2003-06-19,0.046757392522166305,0.327684344100429,3.70839269453001
au_asx200,2003-06-26,0.04893827476517975,0.33523926344053456,3.7100451143619733
au_asx200,2003-07-03,0.04737873638271133,0.32985440419860457,3.708867332336365
au_asx200,2003-07-10,0.03809718912278342,0.2957855933281292,3.7014157665155434
au_asx200,2003-07-17,0.03782016022938782,0.29470820857706936,3.701180119799919
au_asx200,2003-07-24,0.03997590722062366,0.3029909902812068,3.702991738446737
au_asx200,2003-07-31,0.046280207594224416,0.32600795646571057,3.7080260332793777
au_asx200,2003-08-07,0.04686305144398411,0.32805437368500684,3.708473627786401
au_asx200,2003-08-14,0.04366905300071633,0.31667766737315817,3.705985302724831
au_asx200,2003-08-21,0.0429224641091503,0.31395895391133793,3.7053906628829614
au_asx200,2003-08-28,0.04059125031524122,0.3053140321096573,3.7034998365765786
au_asx200,2003-09-04,0.035412656797534116,0.2851739200365547,3.699094770273501
au_asx200,2003-09-11,0.03655290264949218,0.28972867827599397,3.7000909917426963
au_asx200,2003-09-18,0.029925426744456127,0.26215052176459436,3.6940590686079884
au_asx200,2003-09-25,0.03886255497766626,0.29874195931843367,3.7020623859661295
au_asx200,2003-10-02,0.04029012884358092,0.3041794556849227,3.703251680838481
au_asx200,2003-10-09,0.03803320528831782,0.29553710453078685,3.7013614167868085
au_asx200,2003-10-16,0.03277553732509871,0.2743503132729132,3.696727419721567
au_asx200,2003-10-23,0.029099633224918355,0.2585081905894967,3.6932624141372568
au_asx200,2003-10-30,0.028804731779664344,0.2571949684077814,3.692975184813004
au_asx200,2003-11-06,0.03270010912601899,0.2740344424835813,3.696658332133317
au_asx200,2003-11-13,0.03414697704470786,0.28003136773779363,3.69796998587504
au_asx200,2003-11-20,0.036400815742085556,0.28912530801463426,3.6999590219702863
au_asx200,2003-11-27,0.041537901285181075,0.3088537119397776,3.7042740390381512
au_asx200,2003-12-04,0.03876377638783317,0.2983620552615092,3.701979292954855
au_asx200,2003-12-11,0.04087491315281565,0.30637898408015324,3.7037327639814808
au_asx200,2003-12-18,0.03837164933977469,0.2968491322970901,3.701648384867277
au_asx200,2003-12-29,0.039258383367931894,0.30025949936586094,3.702394303906915
au_asx200,2004-01-06,0.04442480799909463,0.3194061912201039,3.70658208830436
au_asx200,2004-01-13,0.04305708123565599,0.3144509010392597,3.7054982620714982
au_asx200,2004-01-20,0.04137253361248996,0.3082383058546744,3.704139436777828
au_asx200,2004-01-28,0.045057919586017174,0.32167411745614677,3.707078131494388
au_asx200,2004-02-04,0.04611918542389754,0.3254403245134103,3.7079018802271726
au_asx200,2004-02-11,0.0495176866243378,0.3372179809822197,3.710477901524952
au_asx200,2004-02-18,0.052102492974066196,0.3459073595158149,3.712378451454073
au_asx200,2004-02-25,0.04667008529107813,0.32737826864632835,3.7083257493876904
au_asx200,2004-03-03,0.04593512809134505,0.3247902744254362,3.707759700594435
au_asx200,2004-03-10,0.04196919737981396,0.3104530152226835,3.704623840319016
au_asx200,2004-03-17,0.03953515496565688,0.3013160551729291,3.7026253948942016
au_asx200,2004-03-24,0.038918161293085486,0.2989556097281362,3.7021091158064108
au_asx200,2004-03-31,0.03588435912656177,0.2870669185490848,3.6995088088810846
au_asx200,2004-04-07,0.03995879006349385,0.30292611495941707,3.7029775488487404
au_asx200,2004-04-15,0.04559257521081017,0.32357697594312684,3.7074943266858593
au_asx200,2004-04-22,0.04137329011011056,0.3082411239136458,3.7041400531466238
au_asx200,2004-04-29,0.04790352433143468,0.3316761804072506,3.7092657931274133
au_asx200,2004-05-06,0.04998092609313126,0.3387916513652972,3.710822096351251
au_asx200,2004-05-13,0.05779939934477913,0.36432771745697295,3.7164073713410475
au_asx200,2004-05-20,0.05981509115343846,0.3706260445935227,3.7177849480166025
au_asx200,2004-05-27,0.05871610556533694,0.3672054950751391,3.717036801860973
au_asx200,2004-06-03,0.058630835917871583,0.36693876366482847,3.7169784620889166
au_asx200,2004-06-10,0.0579395188190361,0.36476905860651404,3.71650390193725
au_asx200,2004-06-17,0.06320690269271606,0.38098932293665594,3.720051615056639
au_asx200,2004-06-24,0.061381338053546244,0.37544707567775826,3.7188394089599264
au_asx200,2004-07-01,0.05906288893063001,0.3682882754077503,3.717273628703818
au_asx200,2004-07-08,0.05947797947821845,0.3695801638403863,3.7175561918882374
au_asx200,2004-07-15,0.06192980740960135,0.37712073795722606,3.719205474118018
au_asx200,2004-07-22,0.0577251542163807,0.36409364711582826,3.7163561752320793
au_asx200,2004-07-29,0.05623382124305525,0.35935968037613625,3.715320757092934
au_asx200,2004-08-05,0.04251240837743095,0.3124556662182022,3.7050618622319607
au_asx200,2004-08-12,0.0466361736832168,0.32725930656533286,3.7082997298773503
au_asx200,2004-08-19,0.047963745511827055,0.33188459573611556,3.7093113779453577
au_asx200,2004-08-26,0.04973249931110014,0.33794863212739756,3.7106377103049253
au_asx200,2004-09-02,0.05193348405018848,0.34534588046483,3.712255644170856
au_asx200,2004-09-09,0.04470179676634795,0.32040039303807166,3.706799541162164
au_asx200,2004-09-16,0.045811762182996374,0.32435384388395977,3.7076642440515464
au_asx200,2004-09-23,0.043757628833165446,0.31699867019706524,3.706055512797032
au_asx200,2004-09-30,0.04274693579958083,0.3133163400512178,3.70525010970973
au_asx200,2004-10-07,0.04359654671723615,0.31641465892681486,3.705927777243334
au_asx200,2004-10-14,0.04176921482140801,0.3097124801684514,3.704461869720153
au_asx200,2004-10-21,0.037191864017757814,0.292250002094785,3.700642458316119
au_asx200,2004-10-28,0.043004916967466264,0.31426036243535344,3.7054565872694685
au_asx200,2004-11-04,0.033760498318430046,0.2784421474094148,3.6976223899484983
au_asx200,2004-11-11,0.03155321197955181,0.2691859186715447,3.695597857951915
au_asx200,2004-11-18,0.03392737945057691,0.27912948116173025,3.6977727243031584
au_asx200,2004-11-25,0.03399847391153603,0.27942178453417565,3.697836657201424
au_asx200,2004-12-02,0.03376019621214542,0.27844090158493034,3.6976221174604684
au_asx200,2004-12-09,0.04410862004605033,0.31826749488302747,3.7063330314547414
au_asx200,2004-12-16,0.044835940489631035,0.32088077088716493,3.7069046099059775
au_asx200,2004-12-23,0.04449526119162127,0.3196593636256626,3.7066374624367655
au_asx200,2004-12-30,0.04792635424553944,0.33175520629151845,3.709283077751183
au_asx200,2005-01-07,0.05045613050968281,0.3403984085391952,3.711173527954922
au_asx200,2005-01-14,0.053224987018196314,0.3496136112756269,3.7131890867017123
au_asx200,2005-01-21,0.04893311232438656,0.335221580977259,3.7100412468351767
au_asx200,2005-01-31,0.053611962432143646,0.3508822527308873,3.713466565283012
au_asx200,2005-02-07,0.05707730019312981,0.36204475611534254,3.7159080396570556
au_asx200,2005-02-14,0.05216274403469129,0.3461073044934104,3.712422183627959
au_asx200,2005-02-21,0.041742057823002825,0.3096117812574427,3.7044398447493867
au_asx200,2005-02-28,0.05213343371312659,0.34601005173156396,3.7124009124025292
au_asx200,2005-03-07,0.04118903305670883,0.3075539779619552,3.7039897598679117
au_asx200,2005-03-14,0.040854153824461795,0.3063011731541543,3.7037157450946503
au_asx200,2005-03-21,0.041313610376990814,0.3080187293859128,3.7040914107837337
au_asx200,2005-03-30,0.059005196839035635,0.3681083611469876,3.717234277669194
au_asx200,2005-04-06,0.05938837412058922,0.3693016671165027,3.7174952787945346
au_asx200,2005-04-13,0.06372800060719236,0.38255659818226184,3.7203944111318052
au_asx200,2005-04-20,0.10282481298898972,0.485936492324551,3.7430057693233065
au_asx200,2005-04-28,0.09936057668515194,0.47768059819167735,3.741200031554098
au_asx200,2005-05-05,0.09844456931031138,0.4754736258324021,3.7407173202595243
au_asx200,2005-05-12,0.10264665201543081,0.48551532718987533,3.742913651646103
au_asx200,2005-05-19,0.1151384013411343,0.5142101534652471,3.749189813955404
au_asx200,2005-05-26,0.11716540986796946,0.5187167335584772,3.7501754978502477
au_asx200,2005-06-02,0.12417589636758208,0.5340097692219318,3.7535204065492818
au_asx200,2005-06-09,0.12234347688625302,0.5300550293286386,3.752655421718108
au_asx200,2005-06-17,0.12418471861385044,0.5340287386119533,3.7535245555540375
au_asx200,2005-06-24,0.11198686771381278,0.5071239238041085,3.747639906418502
au_asx200,2005-07-01,0.1102607771367964,0.5032005126267071,3.746781773836719
au_asx200,2005-07-08,0.11387042502842062,0.5113709125380668,3.7485688122206944
au_asx200,2005-07-15,0.0740220561316002,0.41229789976611714,3.726899459611236
au_asx200,2005-07-22,0.07675442608674406,0.41983850284001867,3.728548748174535
au_asx200,2005-07-29,0.062419873219714254,0.3786099223059869,3.719531190070838
au_asx200,2005-08-05,0.06886879599554113,0.39768736717664993,3.7237038286958635
au_asx200,2005-08-12,0.05824796566056054,0.3657387121479682,3.7167159855704304
au_asx200,2005-08-19,0.05719058834433488,0.3624038747936375,3.715986586468653
au_asx200,2005-08-26,0.05655916785505738,0.3603977374677779,3.7155478020219026
au_asx200,2005-09-02,0.0637073901016249,0.3824947311659709,3.720380879513523
au_asx200,2005-09-09,0.06274634697677642,0.37959875002052956,3.7197474674991398
au_asx200,2005-09-16,0.05974440073839532,0.37040697400617434,3.7177370326694175
au_asx200,2005-09-23,0.059316316150737854,0.36907755586795565,3.717446260948679
au_asx200,2005-09-30,0.05156530894320226,0.34411956270295174,3.711987422671884
au_asx200,2005-10-07,0.09626682537777431,0.47018511409850855,3.7395606114612887
au_asx200,2005-10-14,0.09261210735017923,0.4611735952384631,3.7375896026642255
au_asx200,2005-10-21,0.10299290995883569,0.4863335321661711,3.743092610291269
au_asx200,2005-10-28,0.11332749794279258,0.5101503636133785,3.748301852487805
au_asx200,2005-11-04,0.12218709564786098,0.5297161589247077,3.752581303630182
au_asx200,2005-11-11,0.12185667043455589,0.5289994299333888,3.7524245399182106
au_asx200,2005-11-18,0.12787343825711361,0.5419019597554148,3.755246594688172
au_asx200,2005-11-25,0.12624609821002786,0.53844274867328,3.7544899924350252
au_asx200,2005-12-02,0.13019555152480541,0.5468001476076605,3.7563179314402095
au_asx200,2005-12-09,0.12993223751345062,0.546246929734772,3.7561969310504764
au_asx200,2005-12-16,0.13014698974931685,0.546698162316233,3.7562956251109774
au_asx200,2005-12-23,0.13106855907317103,0.5486303296073605,3.7567182307546383
au_asx200,2006-01-04,0.09889909255872109,0.4765700039298984,3.740957121219677
au_asx200,2006-01-11,0.09961841970836866,0.4782999927852225,3.7413355061851443
au_asx200,2006-01-18,0.09826857052739621,0.475048410833537,3.7406243167918043
au_asx200,2006-01-25,0.09129670024223958,0.45788676518196253,3.736870703768664
au_asx200,2006-02-02,0.08147018573917084,0.43254361296970356,3.7313276231036325
au_asx200,2006-02-09,0.09087567872354924,0.456829755729588,3.736639513559603
au_asx200,2006-02-16,0.09028435953817522,0.455341056721808,3.736313903761068
au_asx200,2006-02-23,0.0953558228890781,0.467955072707567,3.7390728544840663
au_asx200,2006-03-02,0.10360324397874561,0.4877724052489164,3.7434073221115507
au_asx200,2006-03-09,0.09795450326086688,0.4742886737435864,3.7404581463036766
au_asx200,2006-03-16,0.09579997256400404,0.4690436304206606,3.7393109449615918
au_asx200,2006-03-23,0.09555080266483573,0.4684332563051659,3.739177443298906
au_asx200,2006-03-30,0.0933771625801783,0.46307452169262525,3.738005375279465
au_asx200,2006-04-06,0.09544395008658876,0.46817126320300906,3.7391201398945477
au_asx200,2006-04-13,0.08668376912609224,0.44616905305037596,3.7343077935587976
au_asx200,2006-04-24,0.08153636962083263,0.4327192698887738,3.731366042968045
au_asx200,2006-05-02,0.08769057791782975,0.4487526398941321,3.734872878365932
au_asx200,2006-05-09,0.08498194915608255,0.4417676340290878,3.73334511060321
au_asx200,2006-05-16,0.09370331433436778,0.46388254000228074,3.7381821058862865
au_asx200,2006-05-23,0.10476251524984234,0.4904937848798491,3.7440025451007077
au_asx200,2006-05-30,0.10025757328523109,0.47983193016805076,3.7416705731261337
au_asx200,2006-06-06,0.11327455210747904,0.5100311803033879,3.748275784590028
au_asx200,2006-06-14,0.13289968187101203,0.5524494187489069,3.757553545912012
au_asx200,2006-06-21,0.14380386122237768,0.5746664247419466,3.762412872617841
au_asx200,2006-06-28,0.14712037441528336,0.581255347041036,3.763854008570211
au_asx200,2006-07-05,0.14797592544404553,0.5829429879513218,3.7642231311490035
au_asx200,2006-07-12,0.1497104723118328,0.5863496098923183,3.7649682310503914
au_asx200,2006-07-19,0.157223422959394,0.6008819715010985,3.7681467643273967
au_asx200,2006-07-26,0.16055287461160125,0.6072109478747606,3.7695310446360364
au_asx200,2006-08-02,0.16123312947033291,0.6084959500774502,3.769812101657065
au_asx200,2006-08-09,0.16388613635634558,0.6134817654442749,3.7709026043904186
au_asx200,2006-08-16,0.15400250891432474,0.5946952208281776,3.7667935917722537
au_asx200,2006-08-23,0.15146008637438166,0.5897658893380652,3.7657154432512834
au_asx200,2006-08-30,0.14714355084093442,0.5813011289080253,3.7638640220278736
au_asx200,2006-09-06,0.13097647344359162,0.5484375684810849,3.7566760698401995
au_asx200,2006-09-13,0.12513096418795525,0.5360594368718155,3.753968711993871
au_asx200,2006-09-20,0.12201859630512203,0.5293507863897464,3.752501388968536
au_asx200,2006-09-27,0.12404822883113216,0.5337351859659902,3.753460349413366
au_asx200,2006-10-04,0.12734803763395852,0.540787542679128,3.7550028482237776
au_asx200,2006-10-11,0.12151664133675114,0.5282608538067649,3.752262997778036
au_asx200,2006-10-18,0.10845930080588358,0.49907285687521696,3.7458789686688236
au_asx200,2006-10-25,0.09774024369414606,0.4737696750604937,3.740344630370799
au_asx200,2006-11-01,0.08968665406641556,0.4538313169307133,3.7359836919004774
au_asx200,2006-11-09,0.08953119412017242,0.45343781807188127,3.7358976254199607
au_asx200,2006-11-16,0.08464760906596697,0.44089776583205936,3.733154852124561
au_asx200,2006-11-23,0.08606807088929666,0.4445817026311724,3.733960606620739
au_asx200,2006-11-30,0.08454197082445004,0.44062256488075335,3.733094659885671
au_asx200,2006-12-07,0.08043981864874551,0.42979968385542605,3.730727468067977
au_asx200,2006-12-14,0.08351775117043371,0.43794537697898217,3.7325091025575743
au_asx200,2006-12-21,0.07528998266960964,0.41581403966447383,3.7276685133944
au_asx200,2007-01-02,0.07514326499875583,0.4154086934585783,3.7275798556497857
au_asx200,2007-01-09,0.08365455101110451,0.4383039016275173,3.7325875194423634
au_asx200,2007-01-16,0.09015690654018617,0.45501954434038244,3.7362435822379156
au_asx200,2007-01-23,0.09483311087545265,0.4666707155143238,3.7387919385401758
au_asx200,2007-01-31,0.09426045299102911,0.4652595663551866,3.73848329052536
au_asx200,2007-02-07,0.09492938813680138,0.46690754408778073,3.7388437379325903
au_asx200,2007-02-14,0.09524853405326374,0.4676917406754373,3.7390152582275484
au_asx200,2007-02-21,0.08742270543751327,0.448066702889008,3.7347228495092737
au_asx200,2007-02-28,0.11316594695434995,0.5097866183212958,3.7482222937384173
au_asx200,2007-03-07,0.1440073381200225,0.5750728463991988,3.762501765586296
au_asx200,2007-03-14,0.14189651341610018,0.5708426485809899,3.7615765323106967
