t,order
1.085000000000000142e+01,2.954719758923525230e-01
1.090000000000000036e+01,2.966851549475444938e-01
1.095000000000000107e+01,2.977046841626003193e-01
1.100000000000000000e+01,2.985275933366523526e-01
1.105000000000000071e+01,2.991344863813136246e-01
1.110000000000000142e+01,2.994909063568252927e-01
1.115000000000000036e+01,2.995526843453905630e-01
1.120000000000000107e+01,2.992715860027230779e-01
1.125000000000000000e+01,2.986006890019035076e-01
1.130000000000000071e+01,2.975007727564266680e-01
1.135000000000000142e+01,2.959452052312985249e-01
1.140000000000000036e+01,2.939234267616002150e-01
1.145000000000000107e+01,2.914419434204514880e-01
1.150000000000000000e+01,2.885227846265274732e-01
1.155000000000000071e+01,2.852009908844385100e-01
1.160000000000000142e+01,2.815223055363897386e-01
1.165000000000000036e+01,2.775391555484366113e-01
1.170000000000000107e+01,2.733071956261899360e-01
1.175000000000000000e+01,2.688825536740845346e-01
1.180000000000000071e+01,2.643193903571409709e-01
1.185000000000000142e+01,2.596679433257919611e-01
1.190000000000000036e+01,2.549735042598126333e-01
1.195000000000000107e+01,2.502752461968024700e-01
1.200000000000000000e+01,2.456061976884137965e-01
1.205000000000000071e+01,2.409937462582600054e-01
1.210000000000000142e+01,2.364604359164935721e-01
1.215000000000000036e+01,2.320250692559525929e-01
1.220000000000000107e+01,2.277042847945870419e-01
1.225000000000000000e+01,2.235141682585751188e-01
1.230000000000000071e+01,2.194715815015184646e-01
1.235000000000000142e+01,2.155951878979901204e-01
1.240000000000000036e+01,2.119064463112932672e-01
1.245000000000000107e+01,2.084303013343821454e-01
1.250000000000000000e+01,2.051945790365931055e-01
1.255000000000000071e+01,2.022293622547959024e-01
1.260000000000000142e+01,1.995660668563560836e-01
1.265000000000000036e+01,1.972362249194168637e-01
1.270000000000000107e+01,1.952693347269376378e-01
1.275000000000000000e+01,1.936914876668564822e-01
1.280000000000000071e+01,1.925231403174622047e-01
1.285000000000000142e+01,1.917770503419855554e-01
1.290000000000000036e+01,1.914575250285319441e-01
1.295000000000000107e+01,1.915602696869265487e-01
1.300000000000000000e+01,1.920727061414231329e-01
1.305000000000000071e+01,1.929732233054016755e-01
1.310000000000000142e+01,1.942322464904043533e-01
1.315000000000000036e+01,1.958134786246148451e-01
1.320000000000000107e+01,1.976745419644307666e-01
1.325000000000000000e+01,1.997677475149021442e-01
1.330000000000000071e+01,2.020410779801998236e-01
1.335000000000000142e+01,2.044394326025812669e-01
1.340000000000000036e+01,2.069051811452146117e-01
1.345000000000000107e+01,2.093802550196489365e-01
1.350000000000000000e+01,2.118076435321586959e-01
1.355000000000000071e+01,2.141323155865229866e-01
1.360000000000000142e+01,2.163021166353416846e-01
1.365000000000000036e+01,2.182688447417111544e-01
1.370000000000000107e+01,2.199882591812497290e-01
1.375000000000000000e+01,2.214207763863322020e-01
1.380000000000000071e+01,2.225321239333774848e-01
1.385000000000000142e+01,2.232931584754743182e-01
1.390000000000000036e+01,2.236796226083326011e-01
1.395000000000000107e+01,2.236724025215295342e-01
1.400000000000000000e+01,2.232569871426145214e-01
1.405000000000000071e+01,2.224230215412251743e-01
1.410000000000000142e+01,2.211646285051447058e-01
1.415000000000000036e+01,2.194793136857584037e-01
1.420000000000000107e+01,2.173669738349261749e-01
1.425000000000000000e+01,2.148292937339059960e-01
1.430000000000000071e+01,2.118705549133245714e-01
1.435000000000000142e+01,2.084964161682900663e-01
1.440000000000000036e+01,2.047150047180495147e-01
1.445000000000000107e+01,2.005366566660848893e-01
1.450000000000000000e+01,1.959733174291216073e-01
1.455000000000000071e+01,1.910381766393567937e-01
1.460000000000000142e+01,1.857466475509255976e-01
1.465000000000000036e+01,1.801156487957569496e-01
1.470000000000000107e+01,1.741640698776465712e-01
1.475000000000000000e+01,1.679128780207323479e-01
1.480000000000000071e+01,1.613851396160377871e-01
1.485000000000000142e+01,1.546062994127274104e-01
1.490000000000000036e+01,1.476051507008478425e-01
1.495000000000000107e+01,1.404138894556316020e-01
1.500000000000000000e+01,1.330689702774288385e-01
1.505000000000000071e+01,1.256112504086964177e-01
1.510000000000000142e+01,1.180859651117369680e-01
1.515000000000000036e+01,1.105434217393974627e-01
1.520000000000000107e+01,1.030392831656263414e-01
1.525000000000000000e+01,9.563485069163780994e-02
1.530000000000000071e+01,8.839743693912005540e-02
1.535000000000000142e+01,8.140062116196292163e-02
1.540000000000000036e+01,7.472456887459641428e-02
1.545000000000000107e+01,6.845691331570825933e-02
1.550000000000000000e+01,6.269150880480839350e-02
1.555000000000000071e+01,5.752616737510488770e-02
1.560000000000000142e+01,5.305798059420926277e-02
1.565000000000000036e+01,4.937422274421847390e-02
1.570000000000000107e+01,4.653796686868023891e-02
1.575000000000000000e+01,4.457161614044134051e-02
1.580000000000000071e+01,4.344375090652000809e-02
1.585000000000000142e+01,4.306718325096335620e-02
1.590000000000000036e+01,4.331079232509203042e-02
1.595000000000000107e+01,4.402036703770922932e-02
1.600000000000000000e+01,4.503982451679217069e-02
1.605000000000000071e+01,4.622712880123237139e-02
1.610000000000000142e+01,4.746344912924789494e-02
1.615000000000000213e+01,4.865577869840908426e-02
1.619999999999999929e+01,4.973625375646366364e-02
1.625000000000000000e+01,5.066096492659399181e-02
1.630000000000000071e+01,5.140721396374970525e-02
1.635000000000000142e+01,5.197112790065024079e-02
1.640000000000000213e+01,5.236433944747180547e-02
1.644999999999999929e+01,5.261027668041462491e-02
1.650000000000000000e+01,5.274034030264296985e-02
1.655000000000000071e+01,5.278979140990945618e-02
1.660000000000000142e+01,5.279431642038010658e-02
1.665000000000000213e+01,5.278496531079761994e-02
1.669999999999999929e+01,5.278436070321323309e-02
1.675000000000000000e+01,5.280432602848696838e-02
1.680000000000000071e+01,5.284455394133440176e-02
1.685000000000000142e+01,5.289237057429693051e-02
1.690000000000000213e+01,5.292330858228808804e-02
1.694999999999999929e+01,5.290394003578739041e-02
1.700000000000000000e+01,5.279522689672878910e-02
1.705000000000000071e+01,5.255570501018238389e-02
1.710000000000000142e+01,5.214464835587943881e-02
1.715000000000000213e+01,5.152523760905929756e-02
1.719999999999999929e+01,5.066709545009726035e-02
1.725000000000000000e+01,4.954894607894771985e-02
1.730000000000000071e+01,4.816029349725430009e-02
1.735000000000000142e+01,4.650344720743735533e-02
1.740000000000000213e+01,4.459644716933696545e-02
1.744999999999999929e+01,4.247595714332384059e-02
1.750000000000000000e+01,4.020145750317432459e-02
1.755000000000000071e+01,3.786006436456122726e-02
1.760000000000000142e+01,3.557256773525355187e-02
1.765000000000000213e+01,3.349892071875641003e-02
1.769999999999999929e+01,3.183734010919234830e-02
1.775000000000000000e+01,3.080860060575467754e-02
1.780000000000000071e+01,3.061657695150050290e-02
1.785000000000000142e+01,3.139195911561892816e-02
1.790000000000000213e+01,3.315095537756140853e-02
1.794999999999999929e+01,3.579919436791131199e-02
1.800000000000000000e+01,3.917501354697263544e-02
1.805000000000000071e+01,4.309790703221636626e-02
1.810000000000000142e+01,4.739905016135699534e-02
1.815000000000000213e+01,5.193285528487511654e-02
1.819999999999999929e+01,5.657788509947898198e-02
1.825000000000000000e+01,6.123365142117912635e-02
1.830000000000000071e+01,6.581705387541622598e-02
1.835000000000000142e+01,7.025930519638021177e-02
1.840000000000000213e+01,7.450339282972232025e-02
1.844999999999999929e+01,7.850260752458901314e-02
1.850000000000000000e+01,8.221882200527788620e-02
1.855000000000000071e+01,8.562253771169978100e-02
1.860000000000000142e+01,8.869244676135391858e-02
1.865000000000000213e+01,9.141421351603870593e-02
1.869999999999999929e+01,9.377945357819736372e-02
1.875000000000000000e+01,9.578604307157466413e-02
1.880000000000000071e+01,9.743721160905056966e-02
1.885000000000000142e+01,9.874103906612186066e-02
1.890000000000000213e+01,9.971002637042700179e-02
1.894999999999999929e+01,1.003607974254821511e-01
1.900000000000000000e+01,1.007140059181622499e-01
1.905000000000000071e+01,1.007943300007909243e-01
1.910000000000000142e+01,1.006301305521044021e-01
1.915000000000000213e+01,1.002532466968416580e-01
1.920000000000000284e+01,9.969869362049399442e-02
1.925000000000000000e+01,9.900390786228879803e-02
1.930000000000000071e+01,9.820804135757209286e-02
1.935000000000000142e+01,9.735037336733924629e-02
1.940000000000000213e+01,9.646900413004004526e-02
1.945000000000000284e+01,9.559957755166131887e-02
1.950000000000000000e+01,9.477398681776286193e-02
1.955000000000000071e+01,9.401882051642428129e-02
1.960000000000000142e+01,9.335472719043719225e-02
1.965000000000000213e+01,9.279653604865321925e-02
1.970000000000000284e+01,9.235335141100231571e-02
1.975000000000000000e+01,9.202894949972910410e-02
1.980000000000000071e+01,9.182289825815442841e-02
1.985000000000000142e+01,9.173153650054371999e-02
1.990000000000000213e+01,9.174920559052057722e-02
1.995000000000000284e+01,9.186921509567834432e-02
2.000000000000000000e+01,9.208446948469047044e-02
2.005000000000000071e+01,8.925306968627735871e-02
2.010000000000000142e+01,8.653772360706625533e-02
2.014999999999999858e+01,8.394979580125100371e-02
2.019999999999999929e+01,8.149908566450082825e-02
2.025000000000000000e+01,7.919410126251869020e-02
2.030000000000000071e+01,7.704227977353012013e-02
2.035000000000000142e+01,7.505027260956373403e-02
2.039999999999999858e+01,7.322392635786344195e-02
2.044999999999999929e+01,7.156812726069530783e-02
2.050000000000000000e+01,7.008654398664478091e-02
2.055000000000000071e+01,6.878119721304087886e-02
2.060000000000000142e+01,6.765188590496308552e-02
2.064999999999999858e+01,6.669553009010475986e-02
2.069999999999999929e+01,6.590551566844823905e-02
2.075000000000000000e+01,6.527114181676391125e-02
2.080000000000000071e+01,6.477727051597495511e-02
2.085000000000000142e+01,6.440425869592075747e-02
2.089999999999999858e+01,6.412822970814369139e-02
2.094999999999999929e+01,6.392195644578171909e-02
2.100000000000000000e+01,6.375533347910657123e-02
2.105000000000000071e+01,6.359667910632609000e-02
2.110000000000000142e+01,6.341410328547547604e-02
2.114999999999999858e+01,6.317666579518013692e-02
2.119999999999999929e+01,6.285542764389591419e-02
2.125000000000000000e+01,6.242434461455417805e-02
2.130000000000000071e+01,6.186097305785369371e-02
2.135000000000000142e+01,6.114697603005911364e-02
2.139999999999999858e+01,6.026843124014465147e-02
2.144999999999999929e+01,5.921596942998631069e-02
2.150000000000000000e+01,5.798476768139906173e-02
2.155000000000000071e+01,5.657407631188424851e-02
2.160000000000000142e+01,5.498681526556018634e-02
2.164999999999999858e+01,5.322916765520838145e-02
2.169999999999999929e+01,5.131013307875343515e-02
2.175000000000000000e+01,4.924106535937813195e-02
2.180000000000000071e+01,4.703521729926880141e-02
2.185000000000000142e+01,4.470731334704244886e-02
2.189999999999999858e+01,4.227320018210787428e-02
2.194999999999999929e+01,3.974992571081885362e-02
2.200000000000000000e+01,3.715483291709825719e-02
2.205000000000000071e+01,3.450599782699736301e-02
2.210000000000000142e+01,3.182262741440853443e-02
2.214999999999999858e+01,2.912543026785251177e-02
2.219999999999999929e+01,2.643725736078765889e-02
2.225000000000000000e+01,2.378416375623520693e-02
2.230000000000000071e+01,2.119713935412030972e-02
2.235000000000000142e+01,1.871489661156932466e-02
2.239999999999999858e+01,1.638823421443979730e-02
2.244999999999999929e+01,1.428632044595766135e-02
2.250000000000000000e+01,1.250370080738983508e-02
2.255000000000000071e+01,1.116149437086632300e-02
2.260000000000000142e+01,1.038508472726047335e-02
2.264999999999999858e+01,1.024682650014565981e-02
2.269999999999999929e+01,1.071041099672999548e-02
2.275000000000000000e+01,1.164467827413019803e-02
2.280000000000000071e+01,1.289330643010890357e-02
2.285000000000000142e+01,1.432717029254642130e-02
2.289999999999999858e+01,1.585738414549569750e-02
2.294999999999999929e+01,1.742878783368887255e-02
2.300000000000000000e+01,1.901010385599699246e-02
2.305000000000000071e+01,2.058597134659974348e-02
2.310000000000000142e+01,2.215122218953044508e-02
2.314999999999999858e+01,2.370689526082057907e-02
2.319999999999999929e+01,2.525722290180422436e-02
2.325000000000000000e+01,2.680640502340632392e-02
2.330000000000000071e+01,2.835637309389395233e-02
2.335000000000000142e+01,2.990523707216404675e-02
2.339999999999999858e+01,3.144647927415403221e-02
2.344999999999999929e+01,3.296887231770315174e-02
2.350000000000000000e+01,3.445703385214299308e-02
2.355000000000000071e+01,3.589248057575398360e-02
2.360000000000000142e+01,3.725502022070414226e-02
2.364999999999999858e+01,3.852432283709660704e-02
2.369999999999999929e+01,3.968153376436889257e-02
