t,order,variance,autocorr
2.149999999999999911e+00,7.503793048715334812e-02,nan,nan
2.200000000000000178e+00,7.350021211239625429e-02,nan,nan
2.250000000000000000e+00,7.223131002847420212e-02,nan,nan
2.300000000000000266e+00,7.125776619095419706e-02,nan,nan
2.350000000000000089e+00,7.059980299014996519e-02,nan,nan
2.400000000000000355e+00,7.027203405121940083e-02,nan,nan
2.450000000000000178e+00,7.028386097377242736e-02,3.322398210744728045e-04,9.979310968123698000e-01
2.500000000000000000e+00,7.063931927359198837e-02,3.527021457158999434e-04,9.980911826691490907e-01
2.550000000000000266e+00,7.133746469137096369e-02,3.705558087939320611e-04,9.981872179848970683e-01
2.600000000000000089e+00,7.237263966329338105e-02,3.852281449087047649e-04,9.982311960614622670e-01
2.650000000000000355e+00,7.373468236085953254e-02,3.962703160047552939e-04,9.982302141583305755e-01
2.700000000000000178e+00,7.540861317533031905e-02,4.033739068518480656e-04,9.981875819253301918e-01
2.750000000000000000e+00,7.737503330113913724e-02,4.063841228336718134e-04,9.981034777344616193e-01
2.800000000000000266e+00,7.961050614676612458e-02,4.053085908856410920e-04,9.979753298546462092e-01
2.850000000000000089e+00,8.208809862427038362e-02,4.003205877536253538e-04,9.977980333814465697e-01
2.900000000000000355e+00,8.477821118432141145e-02,3.917552959847740495e-04,9.975640076662891653e-01
2.950000000000000178e+00,8.764943122864268799e-02,3.800988831390948860e-04,9.972632796517781895e-01
3.000000000000000000e+00,9.066928872875447409e-02,3.659707634667369006e-04,9.968838440306270199e-01
3.050000000000000266e+00,9.380450364237746808e-02,3.500997155898099384e-04,9.964127398922389967e-01
3.100000000000000089e+00,9.702186266344639543e-02,3.332946663479773226e-04,9.958381348294631508e-01
3.150000000000000355e+00,1.002887421869162465e-01,3.164121850180826880e-04,9.951533543430326478e-01
3.200000000000000178e+00,1.035732281564296087e-01,3.003215769836443884e-04,9.943633531617072085e-01
3.250000000000000000e+00,1.068441641552676374e-01,2.858694374955472869e-04,9.934933033735111607e-01
3.300000000000000266e+00,1.100713134983893754e-01,2.738453881983035176e-04,9.925969129402816282e-01
3.350000000000000089e+00,1.132256260118149477e-01,2.649505540068309867e-04,9.917591235947427197e-01
3.400000000000000355e+00,1.162785638912204045e-01,2.597691407621402515e-04,9.910864714481691928e-01
3.450000000000000178e+00,1.192038630435930113e-01,2.587468753969801301e-04,9.906809745283239321e-01
3.500000000000000000e+00,1.219777570020640911e-01,2.621765715872302702e-04,9.906063326597304153e-01
3.550000000000000266e+00,1.245790071561760359e-01,2.701912915319359910e-04,9.908637974489422628e-01
3.600000000000000089e+00,1.269889391643627685e-01,2.827650487494170811e-04,9.913930390051457486e-01
3.650000000000000355e+00,1.291919181965389130e-01,2.997213455018769715e-04,9.920969574793959689e-01
3.700000000000000178e+00,1.311757506251429173e-01,3.207480635520559105e-04,9.928748384001307992e-01
3.750000000000000000e+00,1.329303479013529410e-01,3.454159867087215770e-04,9.936464014654746713e-01
3.800000000000000266e+00,1.344477627284498822e-01,3.731998578337895737e-04,9.943604323817802904e-01
3.850000000000000089e+00,1.357210765315313983e-01,4.034981244555527072e-04,9.949919213020844699e-01
3.900000000000000355e+00,1.367433804794981611e-01,4.356499291325303296e-04,9.955344019531930932e-01
3.950000000000000178e+00,1.375070615352960990e-01,4.689490842248877239e-04,9.959922264000112824e-01
4.000000000000000000e+00,1.380046164375232642e-01,5.026567785179611230e-04,9.963745968146990872e-01
4.049999999999999822e+00,1.382291323315976150e-01,5.360117227347354230e-04,9.966920419691043254e-01
4.100000000000000533e+00,1.381754524758884994e-01,5.682405909168843474e-04,9.969546083995327601e-01
4.150000000000000355e+00,1.378416018981924729e-01,5.985701915635706534e-04,9.971710763397536592e-01
4.200000000000000178e+00,1.372293289165335550e-01,6.262409548304763169e-04,9.973485687752585704e-01
4.250000000000000000e+00,1.363442602778485724e-01,6.505226824574458647e-04,9.974925309534122819e-01
4.299999999999999822e+00,1.351956585492127827e-01,6.707333750060720566e-04,9.976068072339709936e-01
4.350000000000000533e+00,1.337963938546110620e-01,6.862620536799883889e-04,9.976937859042170897e-01
4.400000000000000355e+00,1.321619091447522598e-01,6.965940360135307319e-04,9.977545327145008747e-01
4.450000000000000178e+00,1.303084106260381514e-01,7.013364786546129022e-04,9.977888173469696698e-01
4.500000000000000000e+00,1.282524998856687803e-01,7.002440439785873050e-04,9.977951697259832553e-01
4.549999999999999822e+00,1.260111073117843039e-01,6.932423255608805013e-04,9.977708608771335141e-01
4.600000000000000533e+00,1.236016677356834848e-01,6.804463907113519677e-04,9.977118653842319551e-01
4.650000000000000355e+00,1.210424472708560850e-01,6.621709702684109829e-04,9.976126714075589375e-01
4.700000000000000178e+00,1.183529920725224643e-01,6.389309897788629381e-04,9.974660386481166707e-01
4.750000000000000000e+00,1.155559428384192872e-01,6.114315835580396265e-04,9.972629009251398058e-01
4.800000000000000711e+00,1.126778641201815895e-01,5.805462954058318841e-04,9.969923230061122910e-01
4.850000000000000533e+00,1.097495515238725572e-01,5.472841631702140891e-04,9.966417477978334327e-01
4.900000000000000355e+00,1.068061513868936718e-01,5.127481022075458571e-04,9.961980432990069634e-01
4.950000000000000178e+00,1.038873289043263926e-01,4.780859639127748488e-04,9.956499769690133617e-01
5.000000000000000000e+00,1.010361544701488395e-01,4.444360825511795270e-04,9.949924549592881196e-01
5.050000000000000711e+00,9.829807988412619935e-02,4.128716510767209500e-04,9.942331476209091967e-01
5.100000000000000533e+00,9.571897672476291363e-02,3.843479801843017237e-04,9.934006471264864579e-01
5.150000000000000355e+00,9.334286486425273643e-02,3.596568599425627698e-04,9.925514243944414394e-01
5.200000000000000178e+00,9.120953942656480351e-02,3.393909573444060758e-04,9.917701323453528284e-01
5.250000000000000000e+00,8.935250745375582226e-02,3.239220438332827945e-04,9.911574518944532564e-01
5.300000000000000711e+00,8.779602632628308312e-02,3.133955808343630864e-04,9.908042524935002371e-01
5.350000000000000533e+00,8.655297393416247487e-02,3.077414628085411042e-04,9.907616086200203842e-01
5.400000000000000355e+00,8.562368062792655166e-02,3.066987766736115973e-04,9.910229301918832556e-01
5.450000000000000178e+00,8.499563865301183740e-02,3.098506225657899054e-04,9.915291541013364629e-01
5.500000000000000000e+00,8.464372096255930178e-02,3.166646088365536308e-04,9.921928358303362394e-01
5.550000000000000711e+00,8.453184411127506737e-02,3.265331244682158980e-04,9.929264146910762312e-01
5.600000000000000533e+00,8.461531748207923309e-02,3.388102834146468302e-04,9.936612039287999742e-01
5.650000000000000355e+00,8.484372210423599125e-02,3.528424675351510232e-04,9.943534102256239571e-01
5.700000000000000178e+00,8.516385710226707928e-02,3.679913667768708319e-04,9.949810726517779313e-01
5.750000000000000000e+00,8.552248351568597640e-02,3.836501578044978502e-04,9.955374841595262536e-01
5.800000000000000711e+00,8.586821101626578023e-02,3.992548546529523412e-04,9.960248613280001662e-01
5.850000000000000533e+00,8.615339155272561111e-02,4.142918438726021215e-04,9.964494776011502131e-01
5.900000000000000355e+00,8.633556713912808600e-02,4.283031053616216037e-04,9.968190417350112353e-01
5.950000000000000178e+00,8.637805077546095722e-02,4.408907536165906156e-04,9.971411147072082315e-01
6.000000000000000000e+00,8.625029788507262984e-02,4.517205989399162907e-04,9.974223567666888890e-01
6.050000000000000711e+00,8.592834170304035346e-02,4.605247076724672001e-04,9.976682655523023691e-01
6.100000000000000533e+00,8.539545608396663379e-02,4.671026398138432376e-04,9.978832296042664529e-01
6.150000000000000355e+00,8.464215147313046417e-02,4.713213849064343849e-04,9.980707111954095767e-01
6.200000000000000178e+00,8.366761795749816377e-02,4.731118817381377078e-04,9.982332609619420927e-01
6.250000000000000000e+00,8.248036154717523771e-02,4.724640107050883677e-04,9.983728002954005420e-01
6.300000000000000711e+00,8.109875169546391926e-02,4.694189800737733152e-04,9.984907927062627309e-01
6.350000000000000533e+00,7.955159113601285858e-02,4.640599612806657549e-04,9.985884435363748812e-01
6.400000000000000355e+00,7.787950782960724461e-02,4.565003233756696494e-04,9.986669499326649158e-01
6.450000000000000178e+00,7.613440531892312624e-02,4.468714477914680744e-04,9.987278137187131088e-01
6.500000000000000000e+00,7.437935967026923501e-02,4.353081110277971723e-04,9.987730021536336267e-01
6.550000000000000711e+00,7.268644512183858319e-02,4.219347481804717895e-04,9.988049014834150530e-01
6.600000000000000533e+00,7.113276027750696506e-02,4.068550123852397184e-04,9.988259500438662064e-01
6.650000000000000355e+00,6.979507284897173980e-02,3.901473923596152061e-04,9.988378828612958227e-01
6.700000000000000178e+00,6.874353732388280291e-02,3.718706544263054121e-04,9.988408028658224413e-01
6.750000000000000000e+00,6.803566007987563169e-02,3.520797480931208583e-04,9.988323392256022171e-01
6.800000000000000711e+00,6.771001798908858615e-02,3.308514173572366687e-04,9.988071590383922338e-01
6.850000000000000533e+00,6.778369030461380007e-02,3.083114988163732128e-04,9.987568251000945585e-01
6.900000000000000355e+00,6.825349561799065601e-02,2.846575215673538767e-04,9.986696352710014990e-01
6.950000000000000178e+00,6.910021674791171076e-02,2.601721537503595325e-04,9.985300426715335576e-01
7.000000000000000000e+00,7.029472804086235593e-02,2.352229240605206121e-04,9.983169675243335206e-01
7.050000000000000711e+00,7.180511346992891897e-02,2.102492518240030555e-04,9.980003496979615862e-01
7.100000000000000533e+00,7.360265623374404043e-02,1.857416375127827265e-04,9.975353807456348587e-01
7.150000000000000355e+00,7.566443601577813038e-02,1.622193113501236748e-04,9.968543331414132513e-01
7.200000000000000178e+00,7.797461506190871139e-02,1.402098250524569086e-04,9.958563222046089569e-01
7.250000000000000000e+00,8.052405952235840159e-02,1.202313867624686851e-04,9.943989700313107249e-01
7.300000000000000711e+00,8.330883317000874200e-02,1.027806822232143515e-04,9.923068045549069405e-01
7.350000000000000533e+00,8.632751962645655863e-02,8.832668448777157859e-05,9.894344226962640265e-01
7.400000000000000355e+00,8.957881335598089079e-02,7.730930567770880014e-05,9.858428071686644589e-01
7.450000000000000178e+00,9.306034737387589018e-02,7.014179238907594931e-05,9.820824710675241098e-01
7.500000000000000000e+00,9.676732712804693437e-02,6.721696611359278726e-05,9.793018245956031098e-01
7.550000000000000711e+00,1.006919880299987358e-01,6.891578120168140070e-05,9.786843383025902732e-01
7.600000000000000533e+00,1.048234581097031715e-01,7.561748856713754326e-05,9.804489686208124333e-01
7.650000000000000355e+00,1.091478236094023807e-01,8.770970700338137313e-05,9.836608861932029102e-01
7.700000000000000178e+00,1.136478111561305404e-01,1.055958392920789047e-04,9.871133953682363904e-01
7.750000000000000000e+00,1.183032091782224848e-01,1.296983940571196754e-04,9.900808138297887417e-01
7.800000000000000711e+00,1.230909997884649110e-01,1.604567550181890925e-04,9.923665596988046067e-01
7.850000000000000533e+00,1.279854980689026922e-01,1.983179480955719865e-04,9.940454262676361452e-01
7.900000000000000355e+00,1.329586009916818856e-01,2.437203207319779815e-04,9.952633491547060451e-01
7.950000000000000178e+00,1.379800940524155417e-01,2.970711195140811832e-04,9.961524753351507222e-01
8.000000000000000000e+00,1.430176870871096573e-01,3.587189489855349602e-04,9.968111431207683504e-01
8.050000000000000711e+00,1.480371634386169477e-01,4.289231003312596845e-04,9.973073722265495267e-01
8.099999999999999645e+00,1.530029153281817211e-01,5.078226871204425796e-04,9.976872118556669999e-01
8.150000000000000355e+00,1.578783796941606865e-01,5.954073382053568951e-04,9.979819886049193789e-01
8.200000000000001066e+00,1.626265997856470580e-01,6.914912364207043268e-04,9.982134174592076636e-01
8.250000000000000000e+00,1.672109233990947963e-01,7.956919538103170327e-04,9.983969343878175140e-01
8.300000000000000711e+00,1.715960585131693916e-01,9.074157255015616709e-04,9.985438029019190198e-01
8.349999999999999645e+00,1.757491305475054333e-01,1.025849951474147636e-03,9.986624359666156359e-01
8.400000000000000355e+00,1.796398576449635964e-01,1.149960656027892167e-03,9.987592089167882659e-01
8.450000000000001066e+00,1.832439326448228878e-01,1.278505029554972711e-03,9.988391409202961313e-01
8.500000000000000000e+00,1.865440002556630616e-01,1.410051957277415596e-03,9.989062462606856929e-01
8.550000000000000711e+00,1.895302967102239222e-01,1.543009067219420268e-03,9.989637699397145854e-01
8.599999999999999645e+00,1.922011557072313415e-01,1.675655548764598286e-03,9.990143740689194640e-01
8.650000000000000355e+00,1.945636245996664460e-01,1.806180086337121158e-03,9.990602509532967579e-01
8.700000000000001066e+00,1.966350757533083249e-01,1.932728172443110232e-03,9.991032523038627655e-01
8.750000000000000000e+00,1.984417419624072698e-01,2.053447892747025522e-03,9.991448820028985267e-01
8.800000000000000711e+00,2.000184923757870326e-01,2.166538686671585882e-03,9.991863266251903575e-01
8.849999999999999645e+00,2.014075102135526318e-01,2.270300351588736259e-03,9.992284104119660837e-01
8.900000000000000355e+00,2.026565718659259496e-01,2.363184079985134346e-03,9.992715868197477036e-01
8.950000000000001066e+00,2.038171451822340663e-01,2.443844196491952187e-03,9.993159053219257126e-01
9.000000000000000000e+00,2.049423357958068403e-01,2.511192177675247109e-03,9.993610313983223303e-01
9.050000000000000711e+00,2.060845504188212052e-01,2.564448586830284441e-03,9.994063128930952278e-01
9.099999999999999645e+00,2.072937449715465952e-01,2.603188522718702293e-03,9.994508992530178881e-01
9.150000000000000355e+00,2.086141051462958862e-01,2.627367623846865036e-03,9.994938607268095687e-01
9.200000000000001066e+00,2.100818597411646393e-01,2.637323293597036017e-03,9.995343288907728718e-01
9.250000000000000000e+00,2.117236436989708148e-01,2.633746351504219572e-03,9.995716518414571317e-01
9.300000000000000711e+00,2.135552111872469072e-01,2.617617539001762961e-03,9.996054538955272406e-01
9.349999999999999645e+00,2.155806473348059749e-01,2.590117954075399267e-03,9.996356196442134356e-01
9.400000000000000355e+00,2.177911436128567579e-01,2.552525523415190463e-03,9.996622377549695404e-01
9.450000000000001066e+00,2.201654983195572290e-01,2.506116647387973163e-03,9.996855453267170510e-01
9.500000000000000000e+00,2.226730307425608124e-01,2.452091332600064236e-03,9.997058614071353544e-01
9.550000000000000711e+00,2.252756831750394872e-01,2.391527842502307131e-03,9.997235241389006433e-01
9.600000000000001421e+00,2.279303490426836110e-01,2.325367372707839910e-03,9.997388688150151692e-01
9.650000000000000355e+00,2.305913412111830207e-01,2.254418965564071193e-03,9.997521950266650137e-01
9.700000000000001066e+00,2.332128867359827551e-01,2.179380014462176541e-03,9.997637366943474824e-01
9.750000000000000000e+00,2.357527094501044584e-01,2.100868371329911357e-03,9.997736291634885530e-01
9.800000000000000711e+00,2.381728054479711199e-01,2.019453240756557966e-03,9.997819151498672507e-01
9.850000000000001421e+00,2.404397736233413463e-01,1.935678177645088665e-03,9.997885575984067907e-01
9.900000000000000355e+00,2.425241509091662917e-01,1.850073556895616466e-03,9.997934424631760297e-01
9.950000000000001066e+00,2.443990316582008437e-01,1.763160869557610540e-03,9.997963918223006230e-01
1.000000000000000000e+01,2.460388345023223622e-01,1.675448778018295577e-03,9.997971526449350721e-01
1.005000000000000071e+01,2.474185941866060001e-01,1.587425746210747654e-03,9.997953591524476602e-01
1.010000000000000142e+01,2.485143152420708212e-01,1.499553754060832479e-03,9.997904678080548058e-01
1.015000000000000036e+01,2.493021124451589576e-01,1.412261482029915707e-03,9.997816680148220447e-01
1.020000000000000107e+01,2.497621703686746797e-01,1.325946414900619008e-03,9.997677738732331232e-01
1.025000000000000000e+01,2.498808199199334112e-01,1.240982512564173896e-03,9.997471371858926981e-01
1.030000000000000071e+01,2.496506915630183621e-01,1.157727257791903381e-03,9.997175545220391424e-01
1.035000000000000142e+01,2.490699482267106912e-01,1.076526033535258513e-03,9.996761428190210630e-01
1.040000000000000036e+01,2.481407783274044154e-01,9.977132689106744425e-04,9.996191483988327020e-01
1.045000000000000107e+01,2.468683401669771738e-01,9.216121978279681300e-04,9.995416872221992710e-01
1.050000000000000000e+01,2.452576978520911166e-01,8.485306494752076732e-04,9.994372672490300369e-01
1.055000000000000071e+01,2.433115261113947270e-01,7.787570932008458426e-04,9.992970927765570943e-01
1.060000000000000142e+01,2.410294921017439307e-01,7.125620337913678420e-04,9.991091856670722970e-01
1.065000000000000036e+01,2.384080885889779400e-01,6.502054019753153924e-04,9.988572784045937070e-01
1.070000000000000107e+01,2.354411281598169370e-01,5.919506281813571337e-04,9.985195683738194994e-01
1.075000000000000000e+01,2.321211521088036023e-01,5.380851197789213690e-04,9.980676734968030317e-01
1.080000000000000071e+01,2.284429241934900767e-01,4.889460682604527143e-04,9.974668237769593881e-01
1.085000000000000142e+01,2.244045324863920832e-01,4.449461017127578368e-04,9.966782217967918855e-01
1.090000000000000036e+01,2.200107724328469738e-01,4.065941603007939913e-04,9.956672071153730430e-01
1.095000000000000107e+01,2.152742715747157365e-01,3.745126232455186924e-04,9.944199967249619521e-01
1.100000000000000000e+01,2.102156197837429241e-01,3.494431734467359860e-04,9.929710855958235882e-01
1.105000000000000071e+01,2.048628816960449683e-01,3.322402981649856795e-04,9.914353374125632890e-01
1.110000000000000142e+01,1.992507642069583917e-01,3.238529598008262891e-04,9.900228030600306539e-01
1.115000000000000036e+01,1.934203241341892754e-01,3.252952120743228060e-04,9.890027573457556009e-01
1.120000000000000107e+01,1.874164661044652180e-01,3.376111342113868267e-04,9.886030816687956246e-01
1.125000000000000000e+01,1.812859636616997172e-01,3.618335790792298156e-04,9.888976266462222720e-01
1.130000000000000071e+01,1.750763566296506535e-01,3.989407354895015221e-04,9.897704523379102781e-01
1.135000000000000142e+01,1.688349715831722331e-01,4.498115877649918899e-04,9.909867922256279105e-01
1.140000000000000036e+01,1.626080954097985642e-01,5.151818776700163886e-04,9.923060552274886037e-01
1.145000000000000107e+01,1.564400616013789935e-01,5.956024898563035044e-04,9.935566886330632341e-01
1.150000000000000000e+01,1.503736643930475014e-01,6.913980045433342110e-04,9.946508224618861860e-01
1.155000000000000071e+01,1.444504235778207024e-01,8.026256179994217723e-04,9.955633616809732578e-01
1.160000000000000142e+01,1.387096216843462515e-01,9.290390604321653416e-04,9.963042371923889196e-01
1.165000000000000036e+01,1.331888132117603485e-01,1.070053683667852211e-03,9.968978177426909282e-01
1.170000000000000107e+01,1.279243986109973030e-01,1.224714564947972746e-03,9.973712149128900473e-01
1.175000000000000000e+01,1.229521929569547811e-01,1.391669722575787724e-03,9.977489678887074831e-01
1.180000000000000071e+01,1.183079391171413114e-01,1.569151255125378905e-03,9.980513143552213196e-01
1.185000000000000142e+01,1.140275606242269757e-01,1.754968548310367141e-03,9.982941030979242125e-01
1.190000000000000036e+01,1.101462749002386360e-01,1.946521715205299600e-03,9.984894527032506240e-01
1.195000000000000107e+01,1.066992197184745694e-01,2.140832876571942701e-03,9.986465370767628746e-01
1.200000000000000000e+01,1.037211304037597981e-01,2.334599011970554458e-03,9.987722584732573461e-01
1.205000000000000071e+01,1.012451451474573882e-01,2.524268861224710121e-03,9.988718152127167293e-01
1.210000000000000142e+01,9.930097087191186445e-02,2.706143746980983842e-03,9.989491502648916166e-01
1.215000000000000036e+01,9.791245871397032119e-02,2.876499750029264200e-03,9.990072993136096535e-01
1.220000000000000107e+01,9.709486586690491139e-02,3.031725260939255318e-03,9.990486920261119064e-01
1.225000000000000000e+01,9.685206911165776533e-02,3.168462725159773737e-03,9.990753131880472093e-01
1.230000000000000071e+01,9.717358892853875107e-02,3.283748505433550877e-03,9.990888466104471677e-01
1.235000000000000142e+01,9.803372843765158218e-02,3.375134727159136410e-03,9.990907328093056039e-01
1.240000000000000036e+01,9.939114890360137289e-02,3.440786737539603540e-03,9.990822144450183240e-01
1.245000000000000107e+01,1.011903782822254905e-01,3.479547519142660219e-03,9.990643431039647471e-01
1.250000000000000000e+01,1.033648288160108064e-01,3.490964487460333429e-03,9.990379632870214355e-01
1.255000000000000071e+01,1.058407259886106483e-01,3.475278718062446356e-03,9.990036958979511272e-01
1.260000000000000142e+01,1.085413548864898325e-01,3.433379232440043633e-03,9.989618741866493901e-01
1.265000000000000036e+01,1.113909945453155914e-01,3.366734757209026083e-03,9.989125958846661879e-01
1.270000000000000107e+01,1.143169365622368761e-01,3.277299624229940318e-03,9.988557773919458649e-01
1.275000000000000000e+01,1.172524715390806244e-01,3.167401402541322134e-03,9.987911190428150343e-01
1.280000000000000071e+01,1.201392697424052552e-01,3.039624502426426303e-03,9.987180488530703615e-01
1.285000000000000142e+01,1.229281936906856804e-01,2.896701848664697335e-03,9.986356705141804513e-01
1.290000000000000036e+01,1.255793986468930479e-01,2.741422214898439624e-03,9.985427142957084001e-01
1.295000000000000107e+01,1.280619178532265978e-01,2.576554213493972931e-03,9.984374059154473846e-01
1.300000000000000000e+01,1.303532256194595007e-01,2.404794958141412593e-03,9.983172932774565522e-01
1.305000000000000071e+01,1.324374592157727959e-01,2.228741010920845620e-03,9.981790954334781585e-01
1.310000000000000142e+01,1.343042898795761275e-01,2.050871857090968628e-03,9.980184723737146602e-01
1.315000000000000036e+01,1.359475529242256953e-01,1.873541336603474529e-03,9.978297459717938578e-01
1.320000000000000107e+01,1.373635536414852532e-01,1.698971466337321481e-03,9.976055960547628443e-01
1.325000000000000000e+01,1.385497226357641498e-01,1.529242275962732151e-03,9.973367953240898087e-01
1.330000000000000071e+01,1.395038822509838128e-01,1.366268369972114486e-03,9.970118497970471561e-01
1.335000000000000142e+01,1.402241749997699960e-01,1.211771458641649557e-03,9.966168168277158568e-01
1.340000000000000036e+01,1.407086734389314808e-01,1.067242108011193669e-03,9.961353311127576493e-01
1.345000000000000107e+01,1.409563030470929734e-01,9.339017986109400754e-04,9.955491092233634820e-01
1.350000000000000000e+01,1.409672329657175038e-01,8.126715017314354228e-04,9.948395423642064639e-01
1.355000000000000071e+01,1.407433925762454074e-01,7.041509099075671111e-04,9.939911410785506884e-01
1.360000000000000142e+01,1.402894841889483213e-01,6.086108679015023908e-04,9.929977157239419094e-01
1.365000000000000036e+01,1.396139625017675245e-01,5.259979803152896099e-04,9.918717567435823002e-01
1.370000000000000107e+01,1.387294118807711474e-01,4.559566296296092293e-04,9.906562206262193859e-01
1.375000000000000000e+01,1.376534364692530710e-01,3.978642197287852946e-04,9.894344296943080597e-01
1.380000000000000071e+01,1.364083993078056833e-01,3.508738059656675502e-04,9.883298468742718335e-01
1.385000000000000142e+01,1.350209599817072670e-01,3.139609072948641938e-04,9.874865940434081057e-01
1.390000000000000036e+01,1.335214906783982747e-01,2.859714959651225852e-04,9.870299021889817892e-01
1.395000000000000107e+01,1.319436167460011633e-01,2.656690026644959097e-04,9.870214512264262607e-01
1.400000000000000000e+01,1.303237067487017786e-01,2.517766701713418658e-04,9.874356377552987452e-01
1.405000000000000071e+01,1.286997848746009865e-01,2.430151748064088399e-04,9.881728872680349829e-01
1.410000000000000142e+01,1.271112113625482987e-01,2.381367097551269699e-04,9.890993577650181168e-01
1.415000000000000036e+01,1.255980621537906572e-01,2.359535225746994239e-04,9.900882882935120310e-01
1.420000000000000107e+01,1.242003904023025324e-01,2.353617938281216571e-04,9.910445407653228900e-01
1.425000000000000000e+01,1.229573563232977257e-01,2.353619801141409551e-04,9.919097619900715257e-01
1.430000000000000071e+01,1.219062196953690641e-01,2.350767415971510897e-04,9.926556136359269145e-01
1.435000000000000142e+01,1.210817756874777440e-01,2.337672801356672266e-04,9.932736304558499318e-01
1.440000000000000036e+01,1.205144650778354337e-01,2.308479179564112494e-04,9.937653291608284922e-01
1.445000000000000107e+01,1.202291121836695231e-01,2.258990010544883109e-04,9.941352968627545916e-01
1.450000000000000000e+01,1.202449649776601986e-01,2.186773791943442393e-04,9.943868461936891112e-01
1.455000000000000071e+01,1.205745764381586094e-01,2.091226186790521701e-04,9.945190966952620615e-01
1.460000000000000142e+01,1.212230911089772489e-01,1.973564614542208759e-04,9.945247968114258041e-01
1.465000000000000036e+01,1.221881217733485903e-01,1.836728995711852416e-04,9.943882133117875055e-01
1.470000000000000107e+01,1.234603287259114363e-01,1.685170232587993727e-04,9.940826618133178361e-01
1.475000000000000000e+01,1.250255171018247180e-01,1.524523549161848170e-04,9.935675658393103848e-01
1.480000000000000071e+01,1.268652588009923088e-01,1.361181718651159026e-04,9.927853225654993397e-01
1.485000000000000142e+01,1.289586276785003871e-01,1.201824707680832573e-04,9.916606762487341076e-01
1.490000000000000036e+01,1.312842123217798918e-01,1.052957349271623676e-04,9.901082959606051226e-01
1.495000000000000107e+01,1.338213842058339487e-01,9.205237800727185198e-05,9.880616677220356303e-01
1.500000000000000000e+01,1.365513173684128612e-01,8.096506224433366481e-05,9.855420087460671219e-01
1.505000000000000071e+01,1.394575927718656461e-01,7.245430864721114994e-05,9.827723682744284872e-01
1.510000000000000142e+01,1.425261155159512350e-01,6.685271037909887748e-05,9.802745676960974430e-01
1.515000000000000036e+01,1.457455137301635062e-01,6.442103832430133201e-05,9.787809090597777706e-01
1.520000000000000107e+01,1.491039231468821724e-01,6.536893860872600853e-05,9.788568472184339120e-01
1.525000000000000000e+01,1.525863992499179589e-01,6.987615419393356116e-05,9.804908246605105182e-01
1.530000000000000071e+01,1.561729859815429444e-01,7.810918094003897359e-05,9.831059913183897159e-01
1.535000000000000142e+01,1.598369918547778157e-01,9.022865692523674667e-05,9.859796124613678936e-01
1.540000000000000036e+01,1.635437653816657344e-01,1.063852699727669122e-04,9.886088011533155084e-01
1.545000000000000107e+01,1.672499293256487773e-01,1.267036977113187158e-04,9.907844140403926358e-01
1.550000000000000000e+01,1.709015914575138240e-01,1.512537323131774481e-04,9.924910098349459808e-01
1.555000000000000071e+01,1.744382589019496388e-01,1.800179383249816869e-04,9.937957241894185278e-01
1.560000000000000142e+01,1.777963043084088146e-01,2.128609071011315862e-04,9.947831558674797847e-01
1.565000000000000036e+01,1.809117032773644995e-01,2.495039998112005050e-04,9.955285664017891056e-01
1.570000000000000107e+01,1.837228737466571615e-01,2.895099704513773211e-04,9.960911846665122527e-01
1.575000000000000000e+01,1.861734845815004868e-01,3.322807080721678578e-04,9.965153454754043238e-01
1.580000000000000071e+01,1.882160314353900354e-01,3.770713510890106018e-04,9.968337674251644964e-01
1.585000000000000142e+01,1.898160477492126519e-01,4.230222339232768566e-04,9.970708313947231893e-01
1.590000000000000036e+01,1.909514153692815075e-01,4.691975440538898035e-04,9.972446828957188814e-01
1.595000000000000107e+01,1.916138017240182623e-01,5.146314751725375881e-04,9.973690611871228739e-01
1.600000000000000000e+01,1.918073500041388157e-01,5.583730475360272269e-04,9.974544018198640005e-01
1.605000000000000071e+01,1.915465569267104096e-01,5.995248883205891131e-04,9.975085696053318518e-01
1.610000000000000142e+01,1.908535928509131341e-01,6.372730579855448007e-04,9.975373416613148025e-01
1.615000000000000213e+01,1.897553818168951634e-01,6.709071160464717947e-04,9.975447419263701043e-01
1.619999999999999929e+01,1.882816983022715662e-01,6.998328549413978996e-04,9.975333140346592797e-01
1.625000000000000000e+01,1.864614636696147187e-01,7.235766635312143201e-04,9.975041352235085590e-01
1.630000000000000071e+01,1.843208383658337945e-01,7.417868399733133734e-04,9.974569041139990100e-01
1.635000000000000142e+01,1.818827126329670696e-01,7.542357123707827153e-04,9.973900356213001306e-01
1.640000000000000213e+01,1.791666617627612479e-01,7.608240380991658633e-04,9.973006605645883260e-01
1.644999999999999929e+01,1.761892902012473783e-01,7.615884528783440927e-04,9.971845504179613906e-01
1.650000000000000000e+01,1.729650921508070482e-01,7.567119676262328010e-04,9.970360414275369898e-01
1.655000000000000071e+01,1.695070501370777305e-01,7.465354876015646958e-04,9.968478245005565341e-01
1.660000000000000142e+01,1.658283895810939990e-01,7.315699980279682674e-04,9.966108975438903173e-01
1.665000000000000213e+01,1.619434356248757867e-01,7.125060985374424317e-04,9.963145809725107993e-01
1.669999999999999929e+01,1.578680158477883955e-01,6.902185447422601273e-04,9.959468540107895285e-01
1.675000000000000000e+01,1.536196717221489649e-01,6.657638998363169924e-04,9.954954021427148136e-01
