t,order
1.455000000000000071e+01,1.793287215329395778e-01
1.460000000000000142e+01,1.769085778297696254e-01
1.465000000000000036e+01,1.746816577704006779e-01
1.470000000000000107e+01,1.725891237217675178e-01
1.475000000000000000e+01,1.704904313359668910e-01
1.480000000000000071e+01,1.682902987748094992e-01
1.485000000000000142e+01,1.659793124196778102e-01
1.490000000000000036e+01,1.635603676768450365e-01
1.495000000000000107e+01,1.610188777987721920e-01
1.500000000000000000e+01,1.583493192549180195e-01
1.505000000000000071e+01,1.555946404043417886e-01
1.510000000000000142e+01,1.530864219362997602e-01
1.515000000000000036e+01,1.529030787300410810e-01
1.520000000000000107e+01,1.541834616274974923e-01
1.525000000000000000e+01,1.537721064739122345e-01
1.530000000000000071e+01,1.531579841795294161e-01
1.535000000000000142e+01,1.529959985935622213e-01
1.540000000000000036e+01,1.534210650107456775e-01
1.545000000000000107e+01,1.544052842145553495e-01
1.550000000000000000e+01,1.559469913994191992e-01
1.555000000000000071e+01,1.581835842987666385e-01
1.560000000000000142e+01,1.614119555501377645e-01
1.565000000000000036e+01,1.653799538603705765e-01
1.570000000000000107e+01,1.684372487454066647e-01
1.575000000000000000e+01,1.704170587153162331e-01
1.580000000000000071e+01,1.721272287143306157e-01
1.585000000000000142e+01,1.741754984605752288e-01
1.590000000000000036e+01,1.767117669673006208e-01
1.595000000000000107e+01,1.786210289272389951e-01
1.600000000000000000e+01,1.792493228645893055e-01
1.605000000000000071e+01,1.789857642573896845e-01
1.610000000000000142e+01,1.782278521953793160e-01
1.615000000000000213e+01,1.771913282694991543e-01
1.619999999999999929e+01,1.759939958900337831e-01
1.625000000000000000e+01,1.747113307261462800e-01
1.630000000000000071e+01,1.733990804978475520e-01
1.635000000000000142e+01,1.720996079061750395e-01
1.640000000000000213e+01,1.708436207227473635e-01
1.644999999999999929e+01,1.696555432099139116e-01
1.650000000000000000e+01,1.685648096288279163e-01
1.655000000000000071e+01,1.676174862038721791e-01
1.660000000000000142e+01,1.668797661146476374e-01
1.665000000000000213e+01,1.664318050047409459e-01
1.669999999999999929e+01,1.663572301595263592e-01
1.675000000000000000e+01,1.667328744241285687e-01
1.680000000000000071e+01,1.676181694806880285e-01
1.685000000000000142e+01,1.690375933938898234e-01
1.690000000000000213e+01,1.709502023733526777e-01
1.694999999999999929e+01,1.732185877979810773e-01
1.700000000000000000e+01,1.756052996531706489e-01
1.705000000000000071e+01,1.777706509469329232e-01
1.710000000000000142e+01,1.792661843467031335e-01
1.715000000000000213e+01,1.797916626465747292e-01
1.719999999999999929e+01,1.795453059090655890e-01
1.725000000000000000e+01,1.789921480804823606e-01
1.730000000000000071e+01,1.785093095986045042e-01
1.735000000000000142e+01,1.783821719681837614e-01
1.740000000000000213e+01,1.789456193054095867e-01
1.744999999999999929e+01,1.807516487700923380e-01
1.750000000000000000e+01,1.847228696854471830e-01
1.755000000000000071e+01,1.916367267941511132e-01
1.760000000000000142e+01,1.998070413036553694e-01
1.765000000000000213e+01,2.061381247191443056e-01
1.769999999999999929e+01,2.102074322062305323e-01
1.775000000000000000e+01,2.128940912882682224e-01
1.780000000000000071e+01,2.150010734864032380e-01
1.785000000000000142e+01,2.171151738320213076e-01
1.790000000000000213e+01,2.195989149547401542e-01
1.794999999999999929e+01,2.225753788208709172e-01
1.800000000000000000e+01,2.259862118377446438e-01
1.805000000000000071e+01,2.297188224843021154e-01
1.810000000000000142e+01,2.337296082365395433e-01
1.815000000000000213e+01,2.380578994927246561e-01
1.819999999999999929e+01,2.427164433134447741e-01
1.825000000000000000e+01,2.476090454879755764e-01
1.830000000000000071e+01,2.526615074788310378e-01
1.835000000000000142e+01,2.582549305959304098e-01
1.840000000000000213e+01,2.649490845558704621e-01
1.844999999999999929e+01,2.715288437638267993e-01
1.850000000000000000e+01,2.768750850562186061e-01
1.855000000000000071e+01,2.805352461708973677e-01
1.860000000000000142e+01,2.826086531556708525e-01
1.865000000000000213e+01,2.835155626594564882e-01
1.869999999999999929e+01,2.836063306930805550e-01
1.875000000000000000e+01,2.831971489173956691e-01
1.880000000000000071e+01,2.826984869620802199e-01
1.885000000000000142e+01,2.828127665906964849e-01
1.890000000000000213e+01,2.844322124098300764e-01
1.894999999999999929e+01,2.863442268295003923e-01
1.900000000000000000e+01,2.876249823953065388e-01
1.905000000000000071e+01,2.907150033348036011e-01
1.910000000000000142e+01,2.958068214736757073e-01
1.915000000000000213e+01,2.979452025686244454e-01
1.920000000000000284e+01,2.974123495445888943e-01
1.925000000000000000e+01,2.964303411861072823e-01
1.930000000000000071e+01,2.958059791713308351e-01
1.935000000000000142e+01,2.972974985474314269e-01
1.940000000000000213e+01,2.995968971223832433e-01
1.945000000000000284e+01,2.998734356366166143e-01
1.950000000000000000e+01,2.995327905216760844e-01
1.955000000000000071e+01,2.992822023004752530e-01
1.960000000000000142e+01,2.993437171337856029e-01
1.965000000000000213e+01,2.996916153775383007e-01
1.970000000000000284e+01,3.000284754090503103e-01
1.975000000000000000e+01,2.997149722211409628e-01
1.980000000000000071e+01,2.983448139538386057e-01
1.985000000000000142e+01,2.961320143232712421e-01
1.990000000000000213e+01,2.934277870523866460e-01
1.995000000000000284e+01,2.905248790376585011e-01
2.000000000000000000e+01,2.876823500903232245e-01
2.005000000000000071e+01,2.850658378052037256e-01
2.010000000000000142e+01,2.826763172863120954e-01
2.015000000000000213e+01,2.804055328034577022e-01
2.020000000000000284e+01,2.781352767950198146e-01
2.025000000000000000e+01,2.757631733086732262e-01
2.030000000000000071e+01,2.731933399211566305e-01
2.035000000000000142e+01,2.703463580933528898e-01
2.040000000000000213e+01,2.671924285098507545e-01
