kind,lag,mean_corr,vol
ordinary peak,30,0.15653260957239176,0.002956834983165765
ordinary peak,35,0.15300471571971586,0.0028292518259927795
ordinary peak,40,0.15166160866735878,0.002889734528630274
ordinary peak,45,0.236082441427616,0.0038398598616440197
ordinary peak,50,0.26134618723525727,0.003762735724587651
ordinary peak,55,0.2553235297974949,0.0038402666817811907
ordinary peak,60,0.2680920238927533,0.003997535069821801
ordinary peak,-60,0.09291766386589445,0.0020969353443766763
ordinary peak,-55,0.10366423411247891,0.002173163193680797
ordinary peak,-50,0.10909734470155845,0.002180261619130145
ordinary peak,-45,0.10941851217183678,0.002227707262885751
ordinary peak,-40,0.12410131694697944,0.0023001880275035813
ordinary peak,-35,0.13693361867949969,0.0025485180615949935
ordinary peak,-30,0.1846665169967824,0.0026342914780999225
ordinary peak,-25,0.18509767521447745,0.002699342672953569
ordinary peak,-20,0.20619351497513497,0.0027546118752518663
ordinary peak,-15,0.18529958028944077,0.0024987348577000584
ordinary peak,-10,0.17294343599943712,0.0024513104077763144
ordinary peak,-5,0.1715956667191261,0.002486332113063542
ordinary peak,0,0.20498595960444624,0.0027306496013525406
ordinary peak,5,0.2087329792897648,0.002632813687113878
ordinary peak,10,0.20690241630430092,0.002674555183708855
ordinary peak,15,0.20419537347733516,0.002586101739396919
ordinary peak,20,0.19806927880452807,0.0024906797783720543
ordinary peak,25,0.1873903709651245,0.0021973321184055854
ordinary peak,30,0.16728352723522025,0.002277189237300837
