market,onset,es_proximity,collapse_time,recovery_time,R_mean,n_stocks,year,is_2008
es_ibex35,2018-01-23,0.5520766605566196,5.4680601411351315,4.248495242049359,0.4838158141850028,28,2018,False
es_ibex35,2020-02-19,-0.7440450693181093,2.995732273553991,5.755742213586912,0.42121570460238267,28,2020,False
es_ibex35,2021-06-14,0.954552719790728,5.8377304471659395,4.07753744390572,0.48578154812629615,28,2021,False
es_ibex35,2022-02-10,-0.0006567560451049559,5.147494476813453,4.1588830833596715,0.4589726879135523,28,2022,False
es_ibex35,2022-08-16,0.2443874655629239,3.713572066704308,4.07753744390572,0.5030474777901033,28,2022,False
es_ibex35,2025-03-25,0.1918332888680916,2.3978952727983707,2.995732273553991,0.4692049939552893,28,2025,False
eu_stoxx50,2010-01-08,-1.657246329718486,6.0867747269123065,2.4849066497880004,0.6032205200060047,45,2010,False
eu_stoxx50,2011-02-18,1.4898686793235578,5.0238805208462765,5.529429087511423,0.6011360784082935,45,2011,False
eu_stoxx50,2011-10-27,-1.261047020747762,2.9444389791664403,3.6888794541139363,0.6275538715099103,45,2011,False
eu_stoxx50,2013-05-28,1.6104538478272552,2.9444389791664403,3.332204510175204,0.5907084051139165,45,2013,False
eu_stoxx50,2014-09-04,-1.10699420122604,3.4011973816621555,3.4011973816621555,0.5764296862968181,45,2014,False
eu_stoxx50,2015-07-20,-0.8615161996065819,4.990432586778736,5.43372200355424,0.6900489074432248,45,2015,False
eu_stoxx50,2020-02-19,-0.48076235114648735,2.995732273553991,5.5134287461649825,0.518704092760897,45,2020,False
eu_stoxx50,2022-03-29,-0.48390836394537873,4.867534450455582,3.4657359027997265,0.5466283608731575,45,2022,False
eu_stoxx50,2025-03-03,-0.7839450025699204,3.295836866004329,2.9444389791664403,0.49398930123377677,45,2025,False
eu_stoxx50,2026-02-25,-0.8675378517755359,2.833213344056216,4.07753744390572,0.4340568142721606,45,2026,False
fr_cac40,2002-08-22,1.0228843138033596,4.969813299576001,5.147494476813453,0.5047522434539498,34,2002,False
fr_cac40,2006-05-09,-0.16188557304610152,3.258096538021482,4.330733340286331,0.45133978342925396,35,2006,False
fr_cac40,2007-07-16,-1.8276835092721953,6.042632833682381,4.3694478524670215,0.5054900240691406,36,2007,True
fr_cac40,2008-05-19,-0.6234654796090702,5.332718793265369,5.680172609017068,0.5946093267500017,37,2008,True
fr_cac40,2009-01-06,-1.5536254652629127,3.784189633918261,3.6109179126442243,0.6007027389081814,38,2009,True
fr_cac40,2010-01-08,0.01237781329919807,6.180016653652572,2.833213344056216,0.5721754118800114,38,2010,False
fr_cac40,2011-02-18,1.200969737324443,5.278114659230517,5.645446897643238,0.5737980865664875,38,2011,False
fr_cac40,2011-10-27,0.09584592886062637,2.9444389791664403,3.8918202981106265,0.6162411591418101,39,2011,False
fr_cac40,2013-05-22,-1.5108032853907047,3.1354942159291497,3.091042453358316,0.5483597831763032,39,2013,False
fr_cac40,2014-09-04,-0.9440773344937559,3.4011973816621555,3.4339872044851463,0.5066503900246452,39,2014,False
fr_cac40,2015-05-27,-0.4547582868934401,5.209486152841421,5.3612921657094255,0.5977545054630053,39,2015,False
fr_cac40,2016-05-30,0.7479808386332518,2.995732273553991,3.091042453358316,0.6714054564334107,39,2016,False
fr_cac40,2018-09-27,-0.22938561227159004,5.929589143389895,4.820281565605037,0.46167440901971324,39,2018,False
fr_cac40,2020-02-19,-0.7542303805162343,2.995732273553991,5.4510384535657,0.4809961632152759,39,2020,False
fr_cac40,2022-03-29,-0.5635380897154172,4.867534450455582,4.2626798770413155,0.5205883277085386,39,2022,False
fr_cac40,2026-02-26,0.2613905885504053,2.772588722239781,4.060443010546419,0.4187765709680112,39,2026,False
hk_hsi,2002-08-22,-0.36571602744059195,5.1647859739235145,3.58351893845611,0.4684750444033164,24,2002,False
hk_hsi,2004-02-18,1.7037731889982926,4.143134726391533,4.795790545596741,0.4739229688134073,27,2004,False
hk_hsi,2006-05-08,0.5730095491686509,3.258096538021482,4.2626798770413155,0.39318037698199265,42,2006,False
hk_hsi,2007-01-24,-0.7670031026242285,6.066108090103747,4.23410650459726,0.43172190204742,45,2007,True
hk_hsi,2007-07-24,-1.4354088749000697,5.739792912179234,5.241747015059643,0.41118284947591066,47,2007,True
hk_hsi,2008-05-06,-0.07141205657818572,4.770684624465665,5.476463551931511,0.5235027180756832,50,2008,True
hk_hsi,2008-12-11,0.7694903766411465,4.02535169073515,2.302585092994046,0.5480317375222502,52,2008,True
hk_hsi,2010-01-06,1.6518715548045586,6.068425588244111,4.219507705176107,0.5134391596236441,52,2010,False
hk_hsi,2011-10-28,-0.8442170076804829,2.995732273553991,3.6375861597263857,0.5264659969876839,57,2011,False
hk_hsi,2012-05-02,2.3023278465441486,3.1354942159291497,4.454347296253507,0.5447082587772124,58,2012,False
hk_hsi,2013-05-20,-0.6070319967214521,3.2188758248682006,4.060443010546419,0.46711300698507696,59,2013,False
hk_hsi,2018-01-26,3.8358330012428246,5.220355825078324,5.655991810819852,0.3778343843482295,59,2018,False
hk_hsi,2019-07-02,-0.8130002203354469,5.19295685089021,4.248495242049359,0.5341199866885132,59,2019,False
hk_hsi,2020-01-17,0.2068874738248585,3.7376696182833684,5.043425116919247,0.4993929868769936,59,2020,False
hk_hsi,2021-02-17,-1.6317971776026086,6.040254711277414,4.382026634673881,0.4867813054714163,59,2021,False
hk_hsi,2021-10-20,3.0192866965494076,5.541263545158426,4.060443010546419,0.40094875547517306,59,2021,False
hk_hsi,2022-06-28,-1.276721063049551,4.454347296253507,3.912023005428146,0.4490733152078257,59,2022,False
hk_hsi,2023-01-27,-0.304032002360608,5.488937726156687,5.153291594497779,0.5385843356874633,59,2023,False
hk_hsi,2023-07-31,-0.7207941122974444,4.770684624465665,5.1298987149230735,0.5545626341955889,59,2023,False
hk_hsi,2024-10-07,-0.8195199336417627,4.804021044733257,3.970291913552122,0.569189327169504,59,2024,False
hk_hsi,2026-05-07,1.399385479987072,3.58351893845611,4.02535169073515,0.45984451987035446,59,2026,False
in_nifty50,2011-01-03,-0.19731568441402692,5.4680601411351315,3.7612001156935624,0.4094045668101621,43,2011,False
in_nifty50,2011-07-07,-1.3263161757124642,4.6913478822291435,3.7376696182833684,0.45194501337569737,43,2011,False
in_nifty50,2013-07-23,-0.9701612167489828,3.1780538303479458,2.70805020110221,0.3850648504005398,44,2013,False
in_nifty50,2015-07-22,-1.2968462085218135,4.927253685157205,4.343805421853684,0.41715897384581496,44,2015,False
in_nifty50,2018-08-28,-1.461371859310394,5.945420608606575,4.6443908991413725,0.3730379694483172,44,2018,False
in_nifty50,2020-04-30,-0.9949308920872424,2.3978952727983707,2.1972245773362196,0.4804251409653441,44,2020,False
in_nifty50,2022-01-17,-0.04513867989392928,4.6443908991413725,3.5553480614894135,0.4249479140204037,44,2022,False
in_nifty50,2026-02-11,-1.514675067496403,3.4339872044851463,4.465908118654584,0.45530818068272166,44,2026,False
it_ftsemib,2002-08-27,1.0444944527731304,4.948759890378168,5.225746673713202,0.49357980183276584,20,2002,False
it_ftsemib,2003-02-18,-0.9147996047282003,2.772588722239781,2.8903717578961645,0.4833462350490944,21,2003,False
it_ftsemib,2006-05-09,1.1525188157166912,6.161207321695077,3.258096538021482,0.3937468504989555,26,2006,False
it_ftsemib,2007-12-10,3.6852117755286917,5.739792912179234,5.241747015059643,0.5434672249912181,26,2007,True
it_ftsemib,2008-08-11,-0.8147543490582732,4.969813299576001,5.87493073085203,0.5185800930633047,28,2008,True
it_ftsemib,2009-06-11,0.23935808520267665,3.044522437723423,2.3978952727983707,0.5353773480155536,28,2009,True
it_ftsemib,2010-01-08,-0.9790276834429612,6.180016653652572,2.833213344056216,0.5518212052418435,28,2010,False
it_ftsemib,2010-10-21,-0.19087068140405172,6.1070228877422545,3.9318256327243257,0.6273523301021474,28,2010,False
it_ftsemib,2011-04-29,-0.3947967686213767,5.75890177387728,5.209486152841421,0.6044277546717742,28,2011,False
it_ftsemib,2011-10-27,2.053600738920202,5.241747015059643,4.74493212836325,0.6279760926986792,28,2011,False
it_ftsemib,2012-07-03,-0.9194726543857419,2.70805020110221,2.833213344056216,0.6739856644207274,28,2012,False
it_ftsemib,2013-01-28,1.863344165514862,3.871201010907891,3.044522437723423,0.6056781481036592,28,2013,False
it_ftsemib,2014-09-04,-0.7197430275177212,6.144185634125646,3.5263605246161616,0.5466892685412885,29,2014,False
it_ftsemib,2015-05-27,-0.34706075917280454,5.652489180268651,5.3706380281276624,0.5777904581093591,29,2015,False
it_ftsemib,2015-11-30,1.1542265969627143,5.0238805208462765,5.75890177387728,0.6004850983174875,29,2015,False
it_ftsemib,2018-05-07,0.902209654026163,6.148468295917647,3.4657359027997265,0.48175637526779824,29,2018,False
it_ftsemib,2020-02-19,-1.2287706191007892,2.772588722239781,5.877735781779639,0.474640641390277,29,2020,False
it_ftsemib,2022-05-30,1.0998077045918118,4.584967478670572,4.477336814478207,0.5375689937841354,29,2022,False
it_ftsemib,2024-07-23,-1.262469839721379,2.302585092994046,3.9318256327243257,0.46247306534562577,29,2024,False
it_ftsemib,2025-03-19,-0.02122189456248602,2.70805020110221,2.995732273553991,0.46625856529353055,29,2025,False
jp_largecap,2002-08-26,-0.029476934870609206,5.1647859739235145,3.912023005428146,0.503450412745272,55,2002,False
jp_largecap,2003-10-20,1.1816100062023915,3.091042453358316,4.290459441148391,0.49890389510478905,55,2003,False
jp_largecap,2004-04-26,1.233457526426296,2.70805020110221,5.327876168789581,0.47799822294311534,57,2004,False
jp_largecap,2006-04-07,0.22896524206405022,6.184148890937483,2.70805020110221,0.4728050278836483,58,2006,False
jp_largecap,2007-07-09,0.04333821365749113,6.0112671744041615,4.5217885770490405,0.5053337765767012,59,2007,True
jp_largecap,2008-02-27,-0.2902649187963737,5.53338948872752,5.5093883366279774,0.5571521923765185,59,2008,True
jp_largecap,2009-01-07,1.0452071820912385,3.7376696182833684,3.6109179126442243,0.6377554374409171,59,2009,True
jp_largecap,2009-10-26,-1.0168184895767927,6.161207321695077,3.258096538021482,0.6010696477860232,59,2009,True
jp_largecap,2010-06-21,-0.6419664381520671,5.855071922202427,4.31748811353631,0.5881390497134015,59,2010,False
jp_largecap,2011-02-21,-0.8903594173892686,5.231108616854587,5.634789603169249,0.6234237457018945,59,2011,False
jp_largecap,2012-03-27,3.138640949340007,3.828641396489095,4.927253685157205,0.5901589976106117,59,2012,False
jp_largecap,2013-05-22,-1.1068573019049666,2.772588722239781,4.709530201312334,0.5836744386367511,59,2013,False
jp_largecap,2013-12-30,-0.16495386822245672,3.044522437723423,4.605170185988092,0.6465284654657865,59,2013,False
jp_largecap,2014-09-25,-0.9707947312472749,2.70805020110221,2.302585092994046,0.6133079258268525,59,2014,False
jp_largecap,2015-12-01,-0.5082810287680761,3.871201010907891,5.552959584921617,0.56208684173877,59,2015,False
jp_largecap,2018-01-23,4.803469441319195,5.480638923341991,5.537334267018537,0.5012594913135103,59,2018,False
jp_largecap,2018-10-02,-0.5003073151813897,5.8664680569332965,4.990432586778736,0.5240857962501397,59,2018,False
jp_largecap,2020-01-20,-0.7632453946063351,3.6375861597263857,5.123963979403259,0.5159463308850241,59,2020,False
jp_largecap,2021-09-14,0.39921057373783553,4.7535901911063645,2.6390573296152584,0.5098366109533171,59,2021,False
jp_largecap,2022-08-17,-1.3294554974451864,3.4011973816621555,3.332204510175204,0.5499767751322159,59,2022,False
jp_largecap,2024-07-11,-0.9677070919078221,2.772588722239781,5.5134287461649825,0.523534599765183,59,2024,False
jp_largecap,2026-02-27,-0.8837367167734089,2.70805020110221,4.248495242049359,0.502056999308458,59,2026,False
kr_kospi200,2002-12-03,0.1400059167581933,4.30406509320417,4.007333185232471,0.4783662096004519,99,2002,False
kr_kospi200,2004-04-23,0.5395567386303304,2.772588722239781,4.653960350157523,0.32073177767968186,109,2004,False
kr_kospi200,2006-05-11,1.1315901327347833,3.091042453358316,4.770684624465665,0.34941004236909956,116,2006,False
kr_kospi200,2007-07-25,-0.8709482006576206,5.752572638825633,5.220355825078324,0.33004379279811696,122,2007,True
kr_kospi200,2008-05-16,-1.6599803142009486,4.7535901911063645,5.700443573390687,0.39448407586688183,124,2008,True
kr_kospi200,2009-01-07,0.4450862794641619,3.58351893845611,2.70805020110221,0.45625286961748796,128,2009,True
kr_kospi200,2010-04-26,-0.6084727605078486,2.9444389791664403,2.833213344056216,0.35060417205305217,131,2010,False
kr_kospi200,2011-07-07,-1.4969718229940876,4.0943445622221,6.0867747269123065,0.3192342781375838,139,2011,False
kr_kospi200,2012-04-03,-0.9345846891167806,3.713572066704308,4.969813299576001,0.40993589819140147,146,2012,False
kr_kospi200,2013-05-29,-0.8003879686884514,2.8903717578961645,4.02535169073515,0.31689021644597626,148,2013,False
kr_kospi200,2018-09-27,-1.2847689431317886,5.8944028342648505,4.919980925828125,0.30822235174585366,150,2018,False
kr_kospi200,2019-04-16,-1.1662773419234382,5.43372200355424,5.19295685089021,0.3266404744052356,150,2019,False
kr_kospi200,2020-01-22,-0.2027436838268235,3.6635616461296463,4.605170185988092,0.3794222415347134,150,2020,False
kr_kospi200,2022-08-16,-1.5267500605681144,3.6375861597263857,4.77912349311153,0.4498277207009797,150,2022,False
kr_kospi200,2023-09-15,1.1148341165186046,3.295836866004329,3.58351893845611,0.3940734626393345,150,2023,False
kr_kospi200,2024-07-11,-1.42076089608802,4.605170185988092,4.61512051684126,0.3699845395093111,150,2024,False
kr_kospi200,2025-03-26,-1.3670052301417996,2.302585092994046,2.833213344056216,0.3509165333428029,150,2025,False
kr_kospi200,2026-02-26,0.03533459286851981,4.634728988229636,3.5553480614894135,0.39822206723252734,150,2026,False
nl_aex,2010-04-26,-0.7654376026276832,5.8998973535824915,4.90527477843843,0.5581398801168783,15,2010,False
nl_aex,2011-07-07,1.8373178186636556,4.007333185232471,5.44673737166631,0.5403333360660779,15,2011,False
nl_aex,2012-03-16,0.8703775167970025,3.970291913552122,3.828641396489095,0.6501578792936027,15,2012,False
nl_aex,2013-05-22,-0.9681877013474272,3.1354942159291497,2.70805020110221,0.5062719827765746,15,2013,False
nl_aex,2014-09-19,-0.6293310642128955,2.9444389791664403,2.70805020110221,0.5103448893803078,15,2014,False
nl_aex,2015-08-05,1.1298396196092106,4.890349128221754,5.298317366548036,0.6004853059580811,15,2015,False
nl_aex,2018-11-13,3.7040987692228846,5.834810737062605,3.295836866004329,0.494119317716648,15,2018,False
nl_aex,2020-02-14,-0.9884842569675332,3.1354942159291497,5.288267030694535,0.5182616589392492,15,2020,False
nl_aex,2022-05-31,-0.1885457925966989,4.564348191467836,4.174387269895637,0.5155857366158572,15,2022,False
se_omx30,2011-05-11,-0.3735954744492136,4.61512051684126,5.700443573390687,0.5860275439802618,25,2011,False
se_omx30,2012-03-16,0.4919027228043049,3.9512437185814275,4.248495242049359,0.6893934369185478,25,2012,False
se_omx30,2013-05-22,0.229842784165879,3.091042453358316,4.02535169073515,0.6099996303377704,25,2013,False
se_omx30,2014-09-19,0.5055416528061132,2.8903717578961645,2.3978952727983707,0.5612537601406284,25,2014,False
se_omx30,2015-07-20,2.14800970727069,4.962844630259907,5.342334251964811,0.6338655482505875,25,2015,False
se_omx30,2018-09-27,-0.8044452782084552,5.905361848054571,3.7376696182833684,0.5490434004615984,25,2018,False
se_omx30,2019-04-29,-0.5598548007131274,5.402677381872279,3.784189633918261,0.5560772042720752,25,2019,False
se_omx30,2020-02-19,0.0674464720094119,3.1354942159291497,5.10594547390058,0.5611315006793417,25,2020,False
se_omx30,2022-06-02,-1.194661948189639,4.418840607796598,3.8501476017100584,0.5503710524742206,25,2022,False
se_omx30,2025-02-26,0.08950102830234474,3.4011973816621555,4.442651256490317,0.5119650253342689,25,2025,False
se_omx30,2026-02-27,0.011610830144483053,2.70805020110221,4.51085950651685,0.505017267480781,25,2026,False
sg_sti,2002-08-22,-0.3334423028416649,4.962844630259907,4.110873864173311,0.4599494899041552,15,2002,False
sg_sti,2004-04-08,-0.8722571686284435,3.295836866004329,2.70805020110221,0.44591209526049563,15,2004,False
sg_sti,2006-05-03,-1.1458009532504279,3.4011973816621555,4.31748811353631,0.36651431701061954,16,2006,False
sg_sti,2007-07-24,0.8752026866931155,6.008813185442595,4.532599493153256,0.39620018696791887,20,2007,True
sg_sti,2009-01-05,-0.18305126731655497,3.7612001156935624,3.1780538303479458,0.5422785719902953,25,2009,True
sg_sti,2010-04-14,-1.637740509181767,3.367295829986474,2.6390573296152584,0.4741479944473286,25,2010,False
sg_sti,2011-08-01,-0.2773445690233083,3.8066624897703196,4.59511985013459,0.46056794208443663,25,2011,False
sg_sti,2013-05-22,-1.4536122319650604,3.091042453358316,5.3706380281276624,0.3639759843423682,27,2013,False
sg_sti,2015-07-20,-0.5944537987582814,4.844187086458591,5.056245805348308,0.37692206032271924,27,2015,False
sg_sti,2025-03-27,1.1656895800529528,2.0794415416798357,2.833213344056216,0.3904207488336898,27,2025,False
uk_ftse100,2002-08-27,-0.6216723265719919,4.948759890378168,4.23410650459726,0.3758468543217066,72,2002,False
uk_ftse100,2007-12-10,0.7960044637522188,5.749392985908253,5.225746673713202,0.5031955340051902,85,2007,True
uk_ftse100,2008-08-29,-0.23035150796419934,4.890349128221754,4.882801922586371,0.5170144949272022,86,2008,True
uk_ftse100,2010-04-15,1.024945429312516,3.970291913552122,3.912023005428146,0.4412297582990098,87,2010,False
uk_ftse100,2011-07-07,2.556077611362624,4.127134385045092,5.4510384535657,0.49402628773087315,87,2011,False
uk_ftse100,2013-05-22,0.42904750093654,3.091042453358316,3.332204510175204,0.4684662901919473,89,2013,False
uk_ftse100,2020-01-17,0.46294829629627055,3.828641396489095,5.846438775057725,0.4330866272681454,89,2020,False
