market,n_events,indicator,null,auc_level,auc_trend
world_indices,10,ac1_index,volmatched,0.6365000000000001,0.49325
world_indices,10,ac1_index,peak,0.6228205128205128,0.4852564102564103
world_indices,10,mean_corr,all,0.5253893026404876,0.5659176029962547
world_indices,10,mean_corr,volmatched,0.5751391465677179,0.594
world_indices,10,mean_corr,peak,0.5114285714285715,0.5342307692307693
world_indices,10,absorption,all,0.5517941773865944,0.599438202247191
world_indices,10,absorption,volmatched,0.6001855287569573,0.627
world_indices,10,absorption,peak,0.5409523809523809,0.5692307692307692
world_indices,10,cssd,all,0.4766418415707515,0.41685393258426967
world_indices,10,cssd,volmatched,0.4656771799628942,0.418
world_indices,10,cssd,peak,0.5538095238095239,0.46871794871794864
world_indices,10,flicker,all,0.6811103588354773,0.697378277153558
world_indices,10,flicker,volmatched,0.7105751391465677,0.7155000000000001
world_indices,10,flicker,peak,0.6876190476190477,0.6797435897435897
