n_crash,n_peak_pool,n_matched,vol_crash,vol_peak,vol_ratio,auc_unmatched,auc_volmatched,ci_lo,ci_hi,beats_chance,mc_crash,mc_matched
21,16630,21,0.0015110163711058644,0.0003061769666552838,4.935107913610876,0.8974973513157518,0.5260770975056689,0.3401360544217687,0.7120181405895691,False,0.45863908529281616,0.4084571301937103
